record,name_to_match,OrderNo,Type,Key,Name,Stn,AOR,pState,Norm,AlarmGroup,ICAddress,FeedbackKey,pDeviceInstance,pCtrlState,pScale,HiControlLimit,LoControlLimit,Setpoint_emulation,Name_Status_Source  ,Desc  ,Zones  ,PreSuffx  ,Telem_A  ,Open_A  ,Open_B  ,Close_A  ,Normal_State  
4959,"ME,T1PR",4959,1,"""01041067""","""ME TX1 TANK PRS RELEIF""",041,1,211,0,1,"""""","""""",82,"""""","""""","""""","""""","""""","ME,T1PR    ",ME TX1 TANK PRS RELEIF  ,1  ,10,4  ,  ,  ,  ,0
4960,"FW,T1F1AC",4960,1,"""01006061""","""FW TX1 STG1 FANS LOSS AC""",006,5,205,0,1,"""""","""""",426,"""""","""""","""""","""""","""""","FW,T1F1AC  ",FW TX1 STG1 FANS LOSS AC  ,5  ,4,3  ,  ,  ,  ,0
4961,"FW,T1F2AC",4961,1,"""01006062""","""FW TX1 STG2 FANS LOSS AC""",006,5,205,0,1,"""""","""""",194,"""""","""""","""""","""""","""""","FW,T1F2AC  ",FW TX1 STG2 FANS LOSS AC  ,5  ,4,3  ,  ,  ,  ,0
4962,"FW,TX1NHI",4962,1,"""01006063""","""FW TX1 TANK NITRO HI PRS""",006,5,211,0,1,"""""","""""",427,"""""","""""","""""","""""","""""","FW,TX1NHI  ",FW TX1 TANK NITRO HI PRS  ,5  ,10,3  ,  ,  ,  ,0
4963,"FW,TX1NLO",4963,1,"""01006064""","""FW TX1 TANK NITRO LO PRS""",006,5,210,0,1,"""""","""""",476,"""""","""""","""""","""""","""""","FW,TX1NLO  ",FW TX1 TANK NITRO LO PRS  ,5  ,9,3  ,  ,  ,  ,0
4964,"FW,T1NCLO",4964,1,"""01006065""","""FW TX1 NITRO CYL LO PRS""",006,5,210,0,1,"""""","""""",376,"""""","""""","""""","""""","""""","FW,T1NCLO  ",FW TX1 NITRO CYL LO PRS  ,5  ,9,4  ,  ,  ,  ,0
4965,"FW,T1PR",4965,1,"""01006066""","""FW TX1 TANK PRS RELIF""",006,5,211,0,1,"""""","""""",82,"""""","""""","""""","""""","""""","FW,T1PR    ",FW TX1 TANK PRS RELIF  ,5  ,10,4  ,  ,  ,  ,0
4966,"FW,T1SP",4966,1,"""01006067""","""FW TX1 TANK SUDDEN PRS""",006,5,211,0,1,"""""","""""",477,"""""","""""","""""","""""","""""","FW,T1SP    ",FW TX1 TANK SUDDEN PRS  ,5  ,10,4  ,  ,  ,  ,0
4967,"FW,TX1LO",4967,1,"""01006068""","""FW TX1 TANK LO OIL""",006,5,210,0,1,"""""","""""",83,"""""","""""","""""","""""","""""","FW,TX1LO   ",FW TX1 TANK LO OIL  ,5  ,9,4  ,  ,  ,  ,0
4968,"FW,TX1HI",4968,1,"""01006069""","""FW TX1 TANK CRIT LO OIL""",006,5,211,0,1,"""""","""""",11,"""""","""""","""""","""""","""""","FW,TX1HI   ",FW TX1 TANK CRIT LO OIL  ,5  ,10,4  ,  ,  ,  ,0
4969,"FW,LTC1LO",4969,1,"""01006070""","""FW LTC1 TANK LO OIL""",006,5,210,0,1,"""""","""""",399,"""""","""""","""""","""""","""""","FW,LTC1LO  ",FW LTC1 TANK LO OIL  ,5  ,9,4  ,  ,  ,  ,0
4970,"FW,TC1PWR",4970,1,"""01006071""","""FW LTC1 LOSS OF POWER""",006,5,205,0,1,"""""","""""",251,"""""","""""","""""","""""","""""","FW,TC1PWR  ",FW LTC1 LOSS OF POWER  ,5  ,4,4  ,  ,  ,  ,0
4971,"FW,LTC1MT",4971,1,"""01006072""","""FW LTC1 MOTOR HIGH TEMP""",006,5,209,0,1,"""""","""""",2323,"""""","""""","""""","""""","""""","FW,LTC1MT  ",FW LTC1 MOTOR HIGH TEMP  ,5  ,8,4  ,  ,  ,  ,0
4972,"FW,TCPR1",4972,1,"""01006073""","""FW LTC1 PRS RELIF""",006,5,211,0,1,"""""","""""",131,"""""","""""","""""","""""","""""","FW,TCPR1   ",FW LTC1 PRS RELIF  ,5  ,10,4  ,  ,  ,  ,0
4973,"FW,86X1",4973,1,"""01006074""","""FW LTC1 LCKOUT BLKS LTC""",006,5,222,0,1,"""""","""""",124,"""""","""""","""""","""""","""""","FW,86X1    ",FW LTC1 LCKOUT BLKS LTC  ,5  ,21,4  ,  ,  ,  ,0
4974,"FW,T1FAN1",4974,2,"""01006075""","""FW TX1 STG1 FANS ON""",006,5,218,0,1,"""""","""""",328,"""""","""""","""""","""""","""""","FW,T1FAN1  ",FW TX1 STG1 FANS ON  ,5  ,17,4  ,32  ,0  ,32  ,0
4975,"FW,T1FAN2",4975,2,"""01006076""","""FW TX1 STG 2 FANS ON""",006,5,218,0,1,"""""","""""",157,"""""","""""","""""","""""","""""","FW,T1FAN2  ",FW TX1 STG 2 FANS ON  ,5  ,17,4  ,34  ,0  ,34  ,0
4976,"FW,35C111",4976,1,"""01006077""","""FW TX1 2411 ALARMS COM""",006,5,227,0,1,"""""","""""",12,"""""","""""","""""","""""","""""","FW,35C111  ",FW TX1 2411 ALARMS COM  ,5  ,26,4  ,  ,  ,  ,0
4977,"FW,35C128",4977,1,"""01006078""","""FW TX1 2411 FUTURE COM""",006,5,227,0,1,"""""","""""",942,"""""","""""","""""","""""","""""","FW,35C128  ",FW TX1 2411 FUTURE COM  ,5  ,26,1  ,  ,  ,  ,0
4978,"FW,TX1HS",4978,1,"""01006079""","""FW TX1 HOT SPOT""",006,5,209,0,1,"""""","""""",53,"""""","""""","""""","""""","""""","FW,TX1HS   ",FW TX1 HOT SPOT  ,5  ,8,1  ,  ,  ,  ,0
4979,"FW,351SC2",4979,1,"""01006080""","""FW BKR 2 RELAY FAIL""",006,5,227,0,1,"""""","""""",44,"""""","""""","""""","""""","""""","FW,351SC2  ",FW BKR 2 RELAY FAIL  ,5  ,26,3  ,  ,  ,  ,0
4980,"DB,2UF",4980,1,"""01014171""","""DB BKR 2 UNDER FREQ TRIP""",014,3,202,0,1,"""""","""""",365,"""""","""""","""""","""""","""""","DB,2UF     ",DB BKR 2 UNDER FREQ TRIP  ,3  ,1,11  ,  ,  ,  ,0
4981,"DB,3UF",4981,1,"""01014172""","""DB BKR 3 UNDER FREQ TRIP""",014,3,202,0,1,"""""","""""",411,"""""","""""","""""","""""","""""","DB,3UF     ",DB BKR 3 UNDER FREQ TRIP  ,3  ,1,11  ,  ,  ,  ,0
4982,"DB,6UF",4982,1,"""01014173""","""DB BKR 6 UNDER FREQ TRIP""",014,3,202,0,1,"""""","""""",2276,"""""","""""","""""","""""","""""","DB,6UF     ",DB BKR 6 UNDER FREQ TRIP  ,3  ,1,11  ,  ,  ,  ,0
4983,"DB,8UF",4983,1,"""01014174""","""DB BKR 8 UNDER FREQ TRIP""",014,3,202,0,1,"""""","""""",2277,"""""","""""","""""","""""","""""","DB,8UF     ",DB BKR 8 UNDER FREQ TRIP  ,3  ,1,11  ,  ,  ,  ,0
4984,"DB,9UF",4984,1,"""01014175""","""DB BKR 9 UNDER FREQ TRIP""",014,3,202,0,1,"""""","""""",2324,"""""","""""","""""","""""","""""","DB,9UF     ",DB BKR 9 UNDER FREQ TRIP  ,3  ,1,11  ,  ,  ,  ,0
4985,"BY,1POT",4985,1,"""01002121""","""BKR 1 LOSS OF POT FOR UF""",002,4,227,0,1,"""""","""""",79,"""""","""""","""""","""""","""""","BY,1POT    ",BKR 1 LOSS OF POT FOR UF  ,4  ,26,6  ,  ,  ,  ,0
4986,"BY,2POT",4986,1,"""01002122""","""BKR 2 LOSS OF POT FOR UF""",002,4,227,0,1,"""""","""""",249,"""""","""""","""""","""""","""""","BY,2POT    ",BKR 2 LOSS OF POT FOR UF  ,4  ,26,6  ,  ,  ,  ,0
4987,"BY,3POT",4987,1,"""01002123""","""BRK3 LOSS OF POT FOR UF""",002,4,227,0,1,"""""","""""",81,"""""","""""","""""","""""","""""","BY,3POT    ",BRK3 LOSS OF POT FOR UF  ,4  ,26,6  ,  ,  ,  ,0
4988,"BY,4POT",4988,1,"""01002124""","""BKR 4 LOSS OF POT FOR UF""",002,4,227,0,1,"""""","""""",398,"""""","""""","""""","""""","""""","BY,4POT    ",BKR 4 LOSS OF POT FOR UF  ,4  ,26,6  ,  ,  ,  ,0
4989,"BY,1UF",4989,1,"""01002125""","""BY BKR 1 UNDER FREQ TRIP""",002,4,202,0,1,"""""","""""",364,"""""","""""","""""","""""","""""","BY,1UF     ",BY BKR 1 UNDER FREQ TRIP  ,4  ,1,6  ,  ,  ,  ,0
4990,"BY,2UF",4990,1,"""01002126""","""BY BKR 2 UNDER FREQ TRIP""",002,4,202,0,1,"""""","""""",365,"""""","""""","""""","""""","""""","BY,2UF     ",BY BKR 2 UNDER FREQ TRIP  ,4  ,1,6  ,  ,  ,  ,0
4991,"BY,3UF",4991,1,"""01002127""","""BY BKR 3 UNDER FREQ TRIP""",002,4,202,0,1,"""""","""""",411,"""""","""""","""""","""""","""""","BY,3UF     ",BY BKR 3 UNDER FREQ TRIP  ,4  ,1,6  ,  ,  ,  ,0
4992,"BY,4UF",4992,1,"""01002128""","""BY BKR 4 UNDER FREQ TRIP""",002,4,202,0,1,"""""","""""",368,"""""","""""","""""","""""","""""","BY,4UF     ",BY BKR 4 UNDER FREQ TRIP  ,4  ,1,6  ,  ,  ,  ,0
4993,"GT,1UF",4993,1,"""01043070""","""GT BKR 1 UNDER FREQ TRIP""",043,7,202,0,1,"""""","""""",364,"""""","""""","""""","""""","""""","GT,1UF     ",GT BKR 1 UNDER FREQ TRIP  ,7  ,1,3  ,  ,  ,  ,0
4994,"GT,4UF",4994,1,"""01043071""","""GT BKR 4 UNDER FREQ TRIP""",043,7,202,0,1,"""""","""""",368,"""""","""""","""""","""""","""""","GT,4UF     ",GT BKR 4 UNDER FREQ TRIP  ,7  ,1,3  ,  ,  ,  ,0
4995,"SS1,1UF",4995,1,"""01030059""","""SS BKR 1 UNDER FREQ TRIP""",030,7,202,0,1,"""""","""""",364,"""""","""""","""""","""""","""""","SS1,1UF     ",SS BKR 1 UNDER FREQ TRIP  ,7  ,1,3  ,  ,  ,  ,0
4996,"SS1,2UF",4996,1,"""01030060""","""SS BKR 2 UNDER FREQ TRIP""",030,7,202,0,1,"""""","""""",365,"""""","""""","""""","""""","""""","SS1,2UF     ",SS BKR 2 UNDER FREQ TRIP  ,7  ,1,3  ,  ,  ,  ,0
4997,"SS1,4UF",4997,1,"""01030061""","""SS BKR 4 UNDER FREQ TRIP""",030,7,202,0,1,"""""","""""",368,"""""","""""","""""","""""","""""","SS1,4UF     ",SS BKR 4 UNDER FREQ TRIP  ,7  ,1,3  ,  ,  ,  ,0
4998,"SS1,1POT",4998,1,"""01030062""","""BKR 1 LOSS OF POT FOR UF""",030,7,227,0,1,"""""","""""",79,"""""","""""","""""","""""","""""","SS1,1POT    ",BKR 1 LOSS OF POT FOR UF  ,7  ,26,3  ,  ,  ,  ,0
4999,"SS1,2POT",4999,1,"""01030063""","""BKR 2 LOSS OF POT FOR UF""",030,7,227,0,1,"""""","""""",249,"""""","""""","""""","""""","""""","SS1,2POT    ",BKR 2 LOSS OF POT FOR UF  ,7  ,26,3  ,  ,  ,  ,0
5000,"SS1,4POT",5000,1,"""01030064""","""BKR 4 LOSS OF POT FOR UF""",030,7,227,0,1,"""""","""""",398,"""""","""""","""""","""""","""""","SS1,4POT    ",BKR 4 LOSS OF POT FOR UF  ,7  ,26,3  ,  ,  ,  ,0
5001,"PH,1UF",5001,1,"""01025059""","""PH BKR 1 UNDER FREQ TRIP""",025,5,202,0,1,"""""","""""",364,"""""","""""","""""","""""","""""","PH,1UF     ",PH BKR 1 UNDER FREQ TRIP  ,5  ,1,3  ,  ,  ,  ,0
5002,"PH,3UF",5002,1,"""01025060""","""PH BKR 3 UNDER FREQ TRIP""",025,5,202,0,1,"""""","""""",411,"""""","""""","""""","""""","""""","PH,3UF     ",PH BKR 3 UNDER FREQ TRIP  ,5  ,1,3  ,  ,  ,  ,0
5003,"PH,4UF",5003,1,"""01025061""","""PH BKR 4 UNDER FREQ TRIP""",025,5,202,0,1,"""""","""""",368,"""""","""""","""""","""""","""""","PH,4UF     ",PH BKR 4 UNDER FREQ TRIP  ,5  ,1,3  ,  ,  ,  ,0
5004,"CA,3UF",5004,1,"""01010057""","""CA BKR 3 UNDER FREQ TRIP""",010,5,202,0,1,"""""","""""",411,"""""","""""","""""","""""","""""","CA,3UF     ",CA BKR 3 UNDER FREQ TRIP  ,5  ,1,4  ,  ,  ,  ,0
5005,"DI,1UF",5005,1,"""01001111""","""DI BKR 1 UNDER FREQ TRIP""",001,3,202,0,1,"""""","""""",364,"""""","""""","""""","""""","""""","DI,1UF     ",DI BKR 1 UNDER FREQ TRIP  ,3  ,1,4  ,  ,  ,  ,0
5006,"DI,2UF",5006,1,"""01001112""","""DI BKR 2 UNDER FREQ TRIP""",001,3,202,0,1,"""""","""""",365,"""""","""""","""""","""""","""""","DI,2UF     ",DI BKR 2 UNDER FREQ TRIP  ,3  ,1,4  ,  ,  ,  ,0
5007,"DI,3UF",5007,1,"""01001113""","""DI BKR 3 UNDER FREQ TRIP""",001,3,202,0,1,"""""","""""",411,"""""","""""","""""","""""","""""","DI,3UF     ",DI BKR 3 UNDER FREQ TRIP  ,3  ,1,4  ,  ,  ,  ,0
5008,"DI,5UF",5008,1,"""01001114""","""DI BKR 5 UNDER FREQ TRIP""",001,3,202,0,1,"""""","""""",2271,"""""","""""","""""","""""","""""","DI,5UF     ",DI BKR 5 UNDER FREQ TRIP  ,3  ,1,4  ,  ,  ,  ,0
5009,"WO,1UF",5009,1,"""01073113""","""WO BKR 1 UNDER FREQ TRIP""",073,3,202,0,1,"""""","""""",364,"""""","""""","""""","""""","""""","WO,1UF     ",WO BKR 1 UNDER FREQ TRIP  ,3  ,1,2  ,  ,  ,  ,0
5010,"WO,2UF",5010,1,"""01073114""","""WO BKR 2 UNDER FREQ TRIP""",073,3,202,0,1,"""""","""""",365,"""""","""""","""""","""""","""""","WO,2UF     ",WO BKR 2 UNDER FREQ TRIP  ,3  ,1,2  ,  ,  ,  ,0
5011,"WO,3UF",5011,1,"""01073115""","""WO BKR 3 UNDER FREQ TRIP""",073,3,202,0,1,"""""","""""",411,"""""","""""","""""","""""","""""","WO,3UF     ",WO BKR 3 UNDER FREQ TRIP  ,3  ,1,2  ,  ,  ,  ,0
5012,"WO,4UF",5012,1,"""01073116""","""WO BKR 4 UNDER FREQ TRIP""",073,3,202,0,1,"""""","""""",368,"""""","""""","""""","""""","""""","WO,4UF     ",WO BKR 4 UNDER FREQ TRIP  ,3  ,1,2  ,  ,  ,  ,0
5013,"WO,1POT",5013,1,"""01073117""","""WO BKR 1 LOSS POT FOR UF""",073,3,227,0,1,"""""","""""",79,"""""","""""","""""","""""","""""","WO,1POT    ",WO BKR 1 LOSS POT FOR UF  ,3  ,26,5  ,  ,  ,  ,0
5014,"WO,2POT",5014,1,"""01073118""","""WO BKR 2 LOSS POT FOR UF""",073,3,227,0,1,"""""","""""",249,"""""","""""","""""","""""","""""","WO,2POT    ",WO BKR 2 LOSS POT FOR UF  ,3  ,26,5  ,  ,  ,  ,0
5015,"WO,3POT",5015,1,"""01073119""","""WO BKR 3 LOSS POT FOR UF""",073,3,227,0,1,"""""","""""",81,"""""","""""","""""","""""","""""","WO,3POT    ",WO BKR 3 LOSS POT FOR UF  ,3  ,26,5  ,  ,  ,  ,0
5016,"WO,4POT",5016,1,"""01073120""","""WO BKR 4 LOSS POT FOR UF""",073,3,227,0,1,"""""","""""",398,"""""","""""","""""","""""","""""","WO,4POT    ",WO BKR 4 LOSS POT FOR UF  ,3  ,26,5  ,  ,  ,  ,0
5017,"SN,3UF",5017,1,"""01064061""","""SN BKR 3 UNDER FREQ TRIP""",064,3,202,0,1,"""""","""""",411,"""""","""""","""""","""""","""""","SN,3UF     ",SN BKR 3 UNDER FREQ TRIP  ,3  ,1,2  ,  ,  ,  ,0
5018,"FA,3UF",5018,1,"""01060063""","""FA BKR 3 UNDER FREQ TRIP""",060,5,202,0,1,"""""","""""",411,"""""","""""","""""","""""","""""","FA,3UF     ",FA BKR 3 UNDER FREQ TRIP  ,5  ,1,4  ,  ,  ,  ,0
5019,"AC,T1PR",5019,1,"""01035070""","""AC TX1 TANK PRS RELEIF""",035,5,211,0,1,"""""","""""",82,"""""","""""","""""","""""","""""","AC,T1PR    ",AC TX1 TANK PRS RELEIF  ,5  ,10,4  ,  ,  ,  ,0
5020,"ME,1UF",5020,1,"""01041068""","""ME BKR 1 UNDER FREQ TRIP""",041,1,202,0,1,"""""","""""",364,"""""","""""","""""","""""","""""","ME,1UF     ",ME BKR 1 UNDER FREQ TRIP  ,1  ,1,1  ,  ,  ,  ,0
5021,"ME,3UF",5021,1,"""01041069""","""ME BKR 3 UNDER FREQ TRIP""",041,1,202,0,1,"""""","""""",411,"""""","""""","""""","""""","""""","ME,3UF     ",ME BKR 3 UNDER FREQ TRIP  ,1  ,1,1  ,  ,  ,  ,0
5022,"ME,1POT",5022,1,"""01041070""","""ME BKR 1 LOSS POT FOR UF""",041,1,227,0,1,"""""","""""",79,"""""","""""","""""","""""","""""","ME,1POT    ",ME BKR 1 LOSS POT FOR UF  ,1  ,26,1  ,  ,  ,  ,0
5023,"ME,2POT",5023,1,"""01041071""","""ME BKR 2 LOSS POT FOR UF""",041,1,227,0,1,"""""","""""",249,"""""","""""","""""","""""","""""","ME,2POT    ",ME BKR 2 LOSS POT FOR UF  ,1  ,26,2  ,  ,  ,  ,0
5024,"ME,3POT",5024,1,"""01041072""","""ME BKR 3 LOSS POT FOR UF""",041,1,227,0,1,"""""","""""",81,"""""","""""","""""","""""","""""","ME,3POT    ",ME BKR 3 LOSS POT FOR UF  ,1  ,26,2  ,  ,  ,  ,0
5025,"ME,4POT",5025,1,"""01041073""","""ME BKR 4 LOSS POT FOR UF""",041,1,227,0,1,"""""","""""",398,"""""","""""","""""","""""","""""","ME,4POT    ",ME BKR 4 LOSS POT FOR UF  ,1  ,26,2  ,  ,  ,  ,0
5026,"LA,351SC4",5026,1,"""01012072""","""LA BKR 4 RELAY FAIL""",012,4,227,0,1,"""""","""""",126,"""""","""""","""""","""""","""""","LA,351SC4  ",LA BKR 4 RELAY FAIL  ,4  ,26,4  ,  ,  ,  ,0
5027,"PP,FPLREL",5027,1,"""01037015""","""FPL CARRIER RELAY""",037,3,227,0,1,"""""","""""",369,"""""","""""","""""","""""","""""","PP,FPLREL  ",FPL CARRIER RELAY  ,3  ,26,1  ,  ,  ,  ,0
5028,"RD,1",5028,2,"""01036021""","""RD BKR 1""",036,4,202,0,1,"""""","""""",13,"""""","""""","""""","""""","""""","RD,1       ",RD BKR 1  ,4  ,1,0  ,0  ,0  ,0  ,0
5029,"RD,1R",5029,2,"""01036022""","""RD BKR 1 RECLOSER""",036,4,205,0,1,"""""","""""",14,"""""","""""","""""","""""","""""","RD,1R      ",RD BKR 1 RECLOSER  ,4  ,4,0  ,1  ,0  ,1  ,0
5030,"RD,1GT",5030,2,"""01036023""","""RD BKR 1 GRND TRIP BLK""",036,4,222,0,1,"""""","""""",15,"""""","""""","""""","""""","""""","RD,1GT     ",RD BKR 1 GRND TRIP BLK  ,4  ,21,0  ,2  ,0  ,2  ,0
5031,"RD,1LR",5031,1,"""01036024""","""RD BKR 1 LOC/REM SW""",036,4,214,0,1,"""""","""""",17,"""""","""""","""""","""""","""""","RD,1LR     ",RD BKR 1 LOC/REM SW  ,4  ,13,0  ,  ,  ,  ,0
5032,"RD,2",5032,2,"""01036025""","""RD BKR 2""",036,10,202,0,1,"""""","""""",36,"""""","""""","""""","""""","""""","RD,2       ",RD BKR 2  ,1 2 3 4 5 6 7 8  ,1,0  ,3  ,0  ,3  ,0
5033,"RD,2R",5033,2,"""01036026""","""RD BKR 2 RECLOSER""",036,4,205,0,1,"""""","""""",37,"""""","""""","""""","""""","""""","RD,2R      ",RD BKR 2 RECLOSER  ,4  ,4,0  ,4  ,0  ,4  ,0
5034,"RD,2GT",5034,2,"""01036027""","""RD BKR 2 GRND TRIP BLK""",036,4,222,0,1,"""""","""""",38,"""""","""""","""""","""""","""""","RD,2GT     ",RD BKR 2 GRND TRIP BLK  ,4  ,21,0  ,5  ,0  ,5  ,0
5035,"RD,2LR",5035,1,"""01036028""","""RD BKR 2 LOC/REM SW""",036,4,214,0,1,"""""","""""",39,"""""","""""","""""","""""","""""","RD,2LR     ",RD BKR 2 LOC/REM SW  ,4  ,13,0  ,  ,  ,  ,0
5036,"RD,3",5036,2,"""01036029""","""RD BKR 3""",036,4,202,0,1,"""""","""""",40,"""""","""""","""""","""""","""""","RD,3       ",RD BKR 3  ,4  ,1,0  ,6  ,0  ,6  ,0
5037,"RD,3R",5037,2,"""01036030""","""RD BKR 3 RECLOSER""",036,4,205,0,1,"""""","""""",41,"""""","""""","""""","""""","""""","RD,3R      ",RD BKR 3 RECLOSER  ,4  ,4,0  ,7  ,0  ,7  ,0
5038,"RD,3GT",5038,2,"""01036031""","""RD BKR 3 GRND TRIP BLK""",036,4,222,0,1,"""""","""""",42,"""""","""""","""""","""""","""""","RD,3GT     ",RD BKR 3 GRND TRIP BLK  ,4  ,21,0  ,8  ,0  ,8  ,0
5039,"RD,3LR",5039,1,"""01036032""","""RD BKR 3 LOC/REM SW""",036,4,214,0,1,"""""","""""",8,"""""","""""","""""","""""","""""","RD,3LR     ",RD BKR 3 LOC/REM SW  ,4  ,13,0  ,  ,  ,  ,0
5040,"RD,4",5040,2,"""01036033""","""RD BKR 4""",036,4,202,0,1,"""""","""""",237,"""""","""""","""""","""""","""""","RD,4       ",RD BKR 4  ,4  ,1,0  ,9  ,0  ,9  ,0
5041,"RD,4R",5041,2,"""01036034""","""RD BKR 4 RECLOSER""",036,4,205,0,1,"""""","""""",294,"""""","""""","""""","""""","""""","RD,4R      ",RD BKR 4 RECLOSER  ,4  ,4,0  ,10  ,0  ,10  ,0
5042,"RD,4GT",5042,2,"""01036035""","""RD BKR 4 GRND TRIP BLK""",036,4,222,0,1,"""""","""""",74,"""""","""""","""""","""""","""""","RD,4GT     ",RD BKR 4 GRND TRIP BLK  ,4  ,21,0  ,11  ,0  ,11  ,0
5043,"RD,4LR",5043,1,"""01036036""","""RD BKR 4 LOC/REM SW""",036,4,214,0,1,"""""","""""",7,"""""","""""","""""","""""","""""","RD,4LR     ",RD BKR 4 LOC/REM SW  ,4  ,13,0  ,  ,  ,  ,0
5044,"RD,5",5044,2,"""01036037""","""RD BKR 5""",036,4,202,0,1,"""""","""""",116,"""""","""""","""""","""""","""""","RD,5       ",RD BKR 5  ,4  ,1,1  ,12  ,0  ,12  ,0
5045,"RD,5R",5045,2,"""01036038""","""RD BKR 5 RECLOSER""",036,4,205,0,1,"""""","""""",120,"""""","""""","""""","""""","""""","RD,5R      ",RD BKR 5 RECLOSER  ,4  ,4,1  ,13  ,0  ,13  ,0
5046,"RD,5GT",5046,2,"""01036039""","""RD BKR 5 GRND TRIP BLK""",036,4,222,0,1,"""""","""""",377,"""""","""""","""""","""""","""""","RD,5GT     ",RD BKR 5 GRND TRIP BLK  ,4  ,21,1  ,14  ,0  ,14  ,0
5047,"RD,5LR",5047,1,"""01036040""","""RD BKR 5 LOC/REM SW""",036,4,214,0,1,"""""","""""",123,"""""","""""","""""","""""","""""","RD,5LR     ",RD BKR 5 LOC/REM SW  ,4  ,13,1  ,  ,  ,  ,0
5048,"RD,6",5048,2,"""01036041""","""RD BKR 6""",036,4,202,0,1,"""""","""""",448,"""""","""""","""""","""""","""""","RD,6       ",RD BKR 6  ,4  ,1,1  ,15  ,0  ,15  ,0
5049,"RD,6R",5049,2,"""01036042""","""RD BKR 6 RECLOSER""",036,4,205,0,1,"""""","""""",449,"""""","""""","""""","""""","""""","RD,6R      ",RD BKR 6 RECLOSER  ,4  ,4,1  ,16  ,0  ,16  ,0
5050,"RD,6GT",5050,2,"""01036043""","""RD BKR 6 GRND TRIP BLK""",036,4,222,0,1,"""""","""""",450,"""""","""""","""""","""""","""""","RD,6GT     ",RD BKR 6 GRND TRIP BLK  ,4  ,21,1  ,17  ,0  ,17  ,0
5051,"RD,35T1SC",5051,1,"""01036044""","""RD TX1 3530 FAIL""",036,4,227,0,1,"""""","""""",219,"""""","""""","""""","""""","""""","RD,35T1SC  ",RD TX1 3530 FAIL  ,4  ,26,1  ,  ,  ,  ,0
5052,"RD,351SC1",5052,1,"""01036045""","""RD BKR 1 RELAY FAIL""",036,4,227,0,1,"""""","""""",18,"""""","""""","""""","""""","""""","RD,351SC1  ",RD BKR 1 RELAY FAIL  ,4  ,26,1  ,  ,  ,  ,0
5053,"RD,351SC2",5053,1,"""01036046""","""RD BKR 2 RELAY FAIL""",036,4,227,0,1,"""""","""""",44,"""""","""""","""""","""""","""""","RD,351SC2  ",RD BKR 2 RELAY FAIL  ,4  ,26,1  ,  ,  ,  ,0
5054,"RD,351SC3",5054,1,"""01036047""","""RD BKR 3 RELAY FAIL""",036,4,227,0,1,"""""","""""",45,"""""","""""","""""","""""","""""","RD,351SC3  ",RD BKR 3 RELAY FAIL  ,4  ,26,1  ,  ,  ,  ,0
5055,"RD,35C118",5055,1,"""01036048""","""RD BKR 1 STA COM""",036,4,227,0,1,"""""","""""",16,"""""","""""","""""","""""","""""","RD,35C118  ",RD BKR 1 STA COM  ,4  ,26,1  ,  ,  ,  ,0
5056,"RD,35C119",5056,1,"""01036049""","""RD BKR 2 STA COM""",036,4,227,0,1,"""""","""""",46,"""""","""""","""""","""""","""""","RD,35C119  ",RD BKR 2 STA COM  ,4  ,26,1  ,  ,  ,  ,0
5057,"RD,35C120",5057,1,"""01036050""","""RD BKR 3 STA COM""",036,4,227,0,1,"""""","""""",47,"""""","""""","""""","""""","""""","RD,35C120  ",RD BKR 3 STA COM  ,4  ,26,1  ,  ,  ,  ,0
5058,"RD,670S",5058,1,"""01036051""","""RD HS TIE BKR POS""",036,4,216,1,1,"""""","""""",2325,"""""","""""","""""","""""","""""","RD,670S    ",RD HS TIE BKR POS  ,4  ,15,1  ,  ,  ,  ,1
5059,"RD,35C127",5059,1,"""01036052""","""RD MOSW STA/CTRL COM""",036,4,227,0,1,"""""","""""",60,"""""","""""","""""","""""","""""","RD,35C127  ",RD MOSW STA/CTRL COM  ,4  ,26,2  ,  ,  ,  ,0
5060,"RD,25SC11",5060,1,"""01036053""","""RD MOSW STA/CTRL FAIL""",036,4,227,0,1,"""""","""""",61,"""""","""""","""""","""""","""""","RD,25SC11  ",RD MOSW STA/CTRL FAIL  ,4  ,26,2  ,  ,  ,  ,0
5061,"RD,35C125",5061,1,"""01036054""","""RD LS 2505 STA/CTRL COM""",036,4,227,0,1,"""""","""""",87,"""""","""""","""""","""""","""""","RD,35C125  ",RD LS 2505 STA/CTRL COM  ,4  ,26,2  ,  ,  ,  ,0
5062,"RD,25SC7",5062,1,"""01036055""","""RD LS STA/CTRL FAIL""",036,4,227,0,1,"""""","""""",1075,"""""","""""","""""","""""","""""","RD,25SC7   ",RD LS STA/CTRL FAIL  ,4  ,26,2  ,  ,  ,  ,0
5063,"RD,MSB",5063,2,"""01036056""","""RD MOSW BLOCKING REL""",036,4,204,0,1,"""""","""""",63,"""""","""""","""""","""""","""""","RD,MSB     ",RD MOSW BLOCKING REL  ,4  ,3,2  ,18  ,0  ,18  ,0
5064,"RD,S644",5064,2,"""01036057""","""RD MOSW 1""",036,4,203,0,1,"""""","""""",2326,"""""","""""","""""","""""","""""","RD,S644    ",RD MOSW 1  ,4  ,2,2  ,19  ,0  ,19  ,0
5065,"RD,S645",5065,2,"""01036058""","""RD MOSW 2""",036,4,203,0,1,"""""","""""",2327,"""""","""""","""""","""""","""""","RD,S645    ",RD MOSW 2  ,4  ,2,2  ,20  ,0  ,20  ,0
