Name  ,Desc  ,Zones  ,PType  ,DevClass  ,PreSuffx  ,Telem_CL  ,Telem_RTU  ,Telem_A  ,Telem_B  ,Telem_C  ,Open_CL  ,Open_RTU  ,Open_A  ,Open_B  ,Open_C  ,Open_D  ,Close_CL  ,Close_RTU  ,Close_A  ,Close_B  ,Close_C  ,Close_D  ,StatFmt  ,CntlInt  ,DevTO  ,Sev_State0  ,Sev_State1  ,Sev_State2  ,Sev_State3  ,Vcode_State0  ,Vcode_State1  ,Vcode_State2  ,Vcode_State3  ,Normal_State  ,Dual_Normal  ,Alarm_Task  ,Annc_Delay  ,Alarm_Fmt  ,Meter_PT  
"PS,CMSQ56  ",BC N CAP RM LOWER VOLTS  ,1 2 3 4 5 6 7 8  ,32  ,3  ,30  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,0  ,  
"GT,K2REGA  ",REG A VOLT CONTROL K2  ,7  ,28  ,3  ,17  ,7  ,29  ,3  ,0  ,5  ,7  ,29  ,26  ,0  ,0  ,1  ,7  ,29  ,27  ,0  ,0  ,1  ,0  ,0  ,10  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,0  ,  
"PH,21CP1   ",BKR 1 2100 CPORT 1  ,5  ,22  ,2  ,26  ,5  ,5  ,0  ,0  ,12  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,1  ,0  ,0  ,4  ,4  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,120  ,130  ,  
"FL,2UF     ",BKR 2 UNDER FREQ TRIP  ,1  ,19  ,1  ,1  ,1  ,21  ,2  ,0  ,0  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,10  ,3  ,4  ,0  ,0  ,0  ,4  ,0  ,0  ,0  ,0  ,  ,0  ,1  ,  
"LC,T3111T  ",TU 311C-1 TEST PLUG  ,3  ,22  ,2  ,33  ,3  ,5  ,12  ,0  ,10  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,1  ,0  ,0  ,4  ,4  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,120  ,130  ,  
"BN,3R      ",BN BKR 3 RECL  ,3  ,17  ,2  ,4  ,3  ,47  ,0  ,0  ,9  ,3  ,47  ,14  ,0  ,0  ,1  ,3  ,47  ,15  ,0  ,0  ,1  ,0  ,0  ,10  ,1  ,1  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,130  ,  
"PS,FI342   ",PSEUDO SWITCH  ,1 2 3 4 5 6 7 8  ,32  ,3  ,15  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,0  ,  
"PS,FI343   ",PSEUDO SWITCH  ,1 2 3 4 5 6 7 8  ,32  ,3  ,15  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,0  ,  
"PS,FI344   ",PSEUDO SWITCH  ,1 2 3 4 5 6 7 8  ,32  ,3  ,15  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,0  ,  
"PS,FI345   ",PSEUDO SWITCH  ,1 2 3 4 5 6 7 8  ,32  ,3  ,15  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,0  ,  
"PS,FI346   ",PSEUDO SWITCH  ,1 2 3 4 5 6 7 8  ,32  ,3  ,15  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,0  ,  
"FL,25TXCP  ",TX 2505-1 CPORT 12  ,1  ,22  ,2  ,26  ,1  ,21  ,1  ,0  ,5  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,1  ,0  ,0  ,4  ,4  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,120  ,130  ,  
"PS,FI348   ",PSEUDO SWITCH  ,1 2 3 4 5 6 7 8  ,32  ,3  ,15  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,0  ,  
"PS,FI349   ",PSEUDO SWITCH  ,1 2 3 4 5 6 7 8  ,32  ,3  ,15  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,0  ,  
"PS,FI350   ",PSEUDO SWITCH  ,1 2 3 4 5 6 7 8  ,32  ,3  ,15  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,0  ,  
"PS,FI351   ",PSEUDO SWITCH  ,1 2 3 4 5 6 7 8  ,32  ,3  ,15  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,0  ,  
"FI,T2FAN1  ",TX2 STAGE1 FANS  ,4  ,28  ,3  ,17  ,4  ,59  ,13  ,0  ,13  ,4  ,59  ,93  ,0  ,0  ,1  ,4  ,59  ,92  ,0  ,0  ,1  ,0  ,0  ,10  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,0  ,  
"FI,W3561   ",FI W3561 SOUTH TIE-BRK  ,4  ,19  ,1  ,1  ,4  ,59  ,9  ,0  ,7  ,4  ,59  ,72  ,0  ,0  ,1  ,4  ,59  ,73  ,0  ,0  ,1  ,0  ,0  ,10  ,3  ,4  ,0  ,0  ,0  ,4  ,0  ,0  ,0  ,0  ,  ,0  ,101  ,  
"FI,S3562   ",FI TX3 LBI S3562  ,4  ,21  ,2  ,15  ,4  ,59  ,8  ,0  ,8  ,4  ,59  ,74  ,0  ,0  ,1  ,4  ,59  ,75  ,0  ,0  ,1  ,0  ,0  ,10  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,130  ,  
"OP,21CP8   ",OP BKR 8 2100 CPORT 8  ,4  ,22  ,2  ,26  ,4  ,23  ,2  ,0  ,7  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,1  ,0  ,0  ,4  ,4  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,120  ,130  ,  
"OP,25TXCP  ",OP TX 2505-1 2100 CP 11  ,4  ,22  ,2  ,26  ,4  ,23  ,2  ,0  ,8  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,1  ,0  ,0  ,4  ,4  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,120  ,130  ,  
"FI,W3560S  ",FI W3560 TIE-BRK SLF CK  ,4  ,22  ,2  ,26  ,4  ,59  ,6  ,0  ,0  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,1  ,1  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,120  ,130  ,  
"FI,W3561S  ",FI W3561 TIE-BRK SLF CK  ,4  ,22  ,2  ,26  ,4  ,59  ,8  ,0  ,12  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,1  ,1  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,120  ,130  ,  
"FI,21T3SC  ",FI TX3 2100-3 SELF CHK  ,4  ,22  ,2  ,26  ,4  ,59  ,7  ,0  ,9  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,4  ,4  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,120  ,130  ,  
"OP,2032SC  ",OP 2032 SELF CHECK  ,4  ,22  ,2  ,26  ,4  ,23  ,2  ,0  ,9  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,4  ,4  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,120  ,130  ,  
"OP,351SC1  ",OP BKR 1 351 SELF CHECK  ,4  ,22  ,2  ,26  ,4  ,23  ,2  ,0  ,10  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,4  ,4  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,120  ,130  ,  
"OP,351SC2  ",OP BKR 2 351 SELF CHECK  ,4  ,22  ,2  ,26  ,4  ,23  ,2  ,0  ,11  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,4  ,4  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,120  ,130  ,  
"OP,351SC3  ",OP BKR 3 351 SELF CHECK  ,4  ,22  ,2  ,26  ,4  ,23  ,2  ,0  ,12  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,4  ,4  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,120  ,130  ,  
"FL,TC      ",FL LOAD TAP CHANGER  ,1  ,24  ,3  ,7  ,  ,  ,  ,  ,  ,1  ,21  ,19  ,0  ,0  ,1  ,1  ,21  ,19  ,0  ,0  ,0  ,0  ,0  ,10  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,1  ,0  ,  ,0  ,0  ,  
"SS,1GT     ",SS 1 GRND TRIP BLOCK  ,7  ,22  ,2  ,21  ,7  ,27  ,0  ,0  ,2  ,7  ,27  ,4  ,0  ,0  ,1  ,7  ,27  ,5  ,0  ,0  ,1  ,0  ,0  ,10  ,1  ,1  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,130  ,  
"LA,5UF     ",LA BKR 5 UNDER FREQ TRIP  ,4  ,19  ,1  ,1  ,4  ,33  ,4  ,0  ,15  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,10  ,3  ,4  ,0  ,0  ,0  ,4  ,0  ,0  ,0  ,0  ,  ,0  ,1  ,  
"SS,32CP11  ",REG A 2431 2032 CPORT 11  ,7  ,22  ,2  ,26  ,7  ,27  ,2  ,0  ,12  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,4  ,4  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,120  ,130  ,  
"BL,2R      ",BL BKR 2 RECL  ,5  ,17  ,2  ,4  ,5  ,15  ,0  ,0  ,5  ,5  ,15  ,8  ,0  ,0  ,1  ,5  ,15  ,9  ,0  ,0  ,1  ,0  ,0  ,10  ,1  ,1  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,130  ,  
"FL,24TXSC  ",TX 2411-1 SELF CHECK  ,1  ,22  ,2  ,26  ,1  ,21  ,1  ,0  ,7  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,4  ,4  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,120  ,130  ,  
"OP,351SC4  ",OP BKR 4 351 SELF CHECK  ,4  ,22  ,2  ,26  ,4  ,23  ,2  ,0  ,13  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,4  ,4  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,120  ,130  ,  
"OP,351SC5  ",OP BKR 5 351 SELF CHECK  ,4  ,22  ,2  ,26  ,4  ,23  ,2  ,0  ,14  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,4  ,4  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,120  ,130  ,  
"OP,351SC6  ",OP BKR 6 351 SELF CHECK  ,4  ,22  ,2  ,26  ,4  ,23  ,2  ,0  ,15  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,4  ,4  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,120  ,130  ,  
"OP,351SC7  ",OP BKR 7 351 SELF CHECK  ,4  ,22  ,2  ,26  ,4  ,23  ,3  ,0  ,0  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,4  ,4  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,120  ,130  ,  
"OP,351SC8  ",OP BKR 8 351 SELF CHECK  ,4  ,22  ,2  ,26  ,4  ,23  ,3  ,0  ,1  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,4  ,4  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,120  ,130  ,  
"OP,REGGA   ",OP AUTO-REG GENERAL  ,4  ,25  ,2  ,26  ,4  ,23  ,3  ,0  ,2  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,4  ,4  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,130  ,  
"GP,FANHYD  ",HOUSE EXHAUST FAN HYD  ,6  ,22  ,2  ,26  ,6  ,29  ,6  ,0  ,5  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,4  ,4  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,120  ,130  ,  
"OP,REGTOT  ",OP AUTO-REG HOT OIL TEMP  ,4  ,25  ,2  ,8  ,4  ,23  ,3  ,0  ,3  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,4  ,4  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,120  ,130  ,  
"OP,REGHS   ",OP AUTO-REG HOT SPOT  ,4  ,25  ,2  ,8  ,4  ,23  ,3  ,0  ,4  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,4  ,4  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,120  ,130  ,  
"OP,REGLR   ",OP AUTO-REG LOCAL REMOTE  ,4  ,22  ,2  ,13  ,4  ,23  ,3  ,0  ,5  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,1  ,1  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,130  ,  
"OP,K1      ",OP VOLT CONTROL RELAY K1  ,4  ,28  ,3  ,17  ,4  ,23  ,3  ,0  ,6  ,4  ,23  ,57  ,0  ,0  ,1  ,4  ,23  ,57  ,0  ,0  ,0  ,0  ,0  ,10  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,0  ,  
"OP,K2      ",OP VOLT CONTROL RELAY K2  ,4  ,28  ,3  ,17  ,4  ,23  ,3  ,0  ,7  ,4  ,23  ,58  ,0  ,0  ,1  ,4  ,23  ,58  ,0  ,0  ,0  ,0  ,0  ,10  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,0  ,  
"OP,REGTCA  ",OP AUTO REG LTC AUTO/MAN  ,4  ,24  ,2  ,20  ,4  ,23  ,3  ,0  ,8  ,4  ,23  ,56  ,0  ,0  ,1  ,4  ,23  ,56  ,0  ,0  ,0  ,0  ,0  ,10  ,1  ,1  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,10  ,130  ,  
"OP,REGALM  ",OP AUTO-REG LTC GENERAL  ,4  ,25  ,2  ,26  ,4  ,23  ,3  ,0  ,9  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,4  ,4  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,120  ,130  ,  
"OP,LRS     ",OP SUB LOCAL/REMOTE SW  ,4  ,27  ,2  ,13  ,4  ,23  ,4  ,0  ,0  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,4  ,4  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,130  ,  
"OP,86T     ",OP TX LOCKOUT REL  ,4  ,34  ,2  ,14  ,4  ,23  ,4  ,0  ,1  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,4  ,4  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,131  ,  
"WS,1R      ",WS BKR 1 RECLOSER  ,5  ,17  ,2  ,4  ,5  ,51  ,0  ,0  ,1  ,5  ,51  ,1  ,0  ,0  ,0  ,5  ,51  ,1  ,0  ,0  ,1  ,0  ,0  ,10  ,1  ,1  ,0  ,0  ,0  ,4  ,0  ,0  ,0  ,0  ,  ,0  ,130  ,  
"OP,387SC   ",OP TX 387-DIFF SELF CK  ,4  ,22  ,2  ,26  ,4  ,23  ,4  ,0  ,2  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,4  ,4  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,120  ,130  ,  
"OP,501SC   ",OP TX 501 SELF CHECK  ,4  ,22  ,2  ,26  ,4  ,23  ,4  ,0  ,3  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,4  ,4  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,120  ,130  ,  
"OP,21TXSC  ",OP TX 2100 SELF CHECK  ,4  ,22  ,2  ,26  ,4  ,23  ,4  ,0  ,4  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,4  ,4  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,120  ,130  ,  
"OP,METSC   ",OP 734 METER SELF CHECK  ,4  ,22  ,2  ,26  ,4  ,23  ,4  ,0  ,5  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,1  ,0  ,0  ,1  ,1  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,120  ,130  ,  
"OP,86TCM   ",OP TX 86T TRIP-COIL MON  ,4  ,22  ,2  ,26  ,4  ,23  ,4  ,0  ,6  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,4  ,4  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,120  ,130  ,  
"OP,94TCM   ",OP TX 94T TRIP-COIL MON  ,4  ,22  ,2  ,26  ,4  ,23  ,4  ,0  ,7  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,4  ,4  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,120  ,130  ,  
"OP,MAS     ",FUTURE  ,4  ,16  ,2  ,4  ,4  ,23  ,4  ,0  ,8  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,4  ,4  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,120  ,130  ,  
"BL,2GT     ",BL 2 GRND TRIP BLOCK  ,5  ,22  ,2  ,21  ,5  ,15  ,0  ,0  ,6  ,5  ,15  ,10  ,0  ,0  ,1  ,5  ,15  ,11  ,0  ,0  ,1  ,0  ,0  ,10  ,1  ,1  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,130  ,  
"OP,BATTDC  ",OP BATT DC VOLT  ,4  ,22  ,2  ,26  ,4  ,23  ,4  ,0  ,9  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,1  ,1  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,120  ,130  ,  
"BL,2LR     ",BL BKR2 LOC/REM SW  ,5  ,27  ,2  ,13  ,5  ,15  ,0  ,0  ,7  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,1  ,1  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,130  ,  
"AL,32TBCP  ",W3787 TIE-BRK 2032 CP4  ,3  ,22  ,2  ,26  ,5  ,3  ,2  ,0  ,15  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,4  ,4  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,120  ,130  ,  
"BY,3BF     ",BKR 3 BREAKER FAIL  ,4  ,19  ,2  ,19  ,4  ,55  ,7  ,0  ,14  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,4  ,4  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,120  ,130  ,  
"WB,W6144R  ",OCB W6144 RECLOSE RELAY  ,7  ,17  ,2  ,4  ,1  ,17  ,1  ,0  ,1  ,1  ,17  ,1  ,0  ,0  ,0  ,1  ,17  ,1  ,0  ,0  ,1  ,0  ,0  ,10  ,1  ,1  ,0  ,0  ,0  ,4  ,0  ,0  ,0  ,0  ,  ,0  ,130  ,  
"OP,K664    ",OP C/S DONT P/U LOAD  ,4  ,20  ,1  ,1  ,4  ,23  ,4  ,0  ,10  ,4  ,23  ,48  ,0  ,0  ,1  ,4  ,23  ,49  ,0  ,0  ,1  ,0  ,0  ,10  ,3  ,4  ,0  ,0  ,0  ,4  ,0  ,0  ,0  ,0  ,  ,0  ,101  ,  
"AL,86T1    ",AL TX1 86T LOCK OUT REL  ,5  ,34  ,2  ,14  ,5  ,3  ,2  ,0  ,1  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,4  ,4  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,131  ,  
"HL,T2FAN1  ",TX2 STAGE1 FANS  ,5  ,28  ,3  ,17  ,5  ,19  ,7  ,0  ,12  ,5  ,19  ,13  ,0  ,0  ,1  ,5  ,19  ,12  ,0  ,0  ,1  ,0  ,0  ,10  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,0  ,  
"OP,32CP1   ",OP BKR 1 2032 CPORT 1  ,4  ,22  ,2  ,26  ,4  ,23  ,4  ,0  ,13  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,4  ,4  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,120  ,130  ,  
"OP,32CP2   ",OP BKR 2 2032 CPORT 2  ,4  ,22  ,2  ,26  ,4  ,23  ,4  ,0  ,14  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,4  ,4  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,120  ,130  ,  
"OP,32CP3   ",OP BKR 3 2032 CPORT 3  ,4  ,22  ,2  ,26  ,4  ,23  ,4  ,0  ,15  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,4  ,4  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,120  ,130  ,  
"OP,32CP4   ",OP BKR 4 2032 CPORT 4  ,4  ,22  ,2  ,26  ,4  ,23  ,5  ,0  ,0  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,4  ,4  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,120  ,130  ,  
"OP,32CP5   ",OP BKR 5 2032 CPORT 5  ,4  ,22  ,2  ,26  ,4  ,23  ,5  ,0  ,1  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,4  ,4  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,120  ,130  ,  
"OP,32CP6   ",OP BKR 6 2032 CPORT 6  ,4  ,22  ,2  ,26  ,4  ,23  ,5  ,0  ,2  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,4  ,4  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,120  ,130  ,  
"BL,3       ",BLAND BKR 3  ,5  ,19  ,1  ,1  ,5  ,15  ,0  ,0  ,8  ,5  ,15  ,12  ,0  ,0  ,1  ,5  ,15  ,13  ,0  ,0  ,1  ,0  ,0  ,10  ,3  ,4  ,0  ,0  ,0  ,4  ,0  ,0  ,0  ,0  ,  ,0  ,1  ,  
"HL,25T2SC  ",TX2 2505-2 SELF CHECK  ,5  ,22  ,2  ,26  ,5  ,19  ,0  ,0  ,8  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,4  ,4  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,120  ,130  ,  
"OP,32CP7   ",OP BKR 7 2032 CPORT 7  ,4  ,22  ,2  ,26  ,4  ,23  ,5  ,0  ,3  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,4  ,4  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,120  ,130  ,  
"OP,32CP8   ",OP BKR 8 2032 CPORT 8  ,4  ,22  ,2  ,26  ,4  ,23  ,5  ,0  ,4  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,4  ,4  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,120  ,130  ,  
"BL,3R      ",BL BKR 3 RECL  ,5  ,17  ,2  ,4  ,5  ,15  ,0  ,0  ,9  ,5  ,15  ,14  ,0  ,0  ,1  ,5  ,15  ,15  ,0  ,0  ,1  ,0  ,0  ,10  ,1  ,1  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,130  ,  
"OP,MSB     ",OP MOSW BLOCKING REL  ,4  ,23  ,2  ,3  ,4  ,23  ,6  ,0  ,0  ,4  ,23  ,60  ,0  ,0  ,1  ,4  ,23  ,60  ,0  ,0  ,0  ,2  ,0  ,10  ,1  ,1  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,130  ,  
"OP,S629    ",ORANGE PARK MOSW S629  ,4  ,21  ,4  ,2  ,4  ,23  ,6  ,0  ,1  ,4  ,23  ,61  ,0  ,0  ,1  ,4  ,23  ,61  ,0  ,0  ,0  ,3  ,0  ,10  ,1  ,1  ,1  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,20  ,  
