Name  ,Desc  ,Zones  ,PType  ,DevClass  ,EuText  ,Telem_CL  ,Telem_RTU  ,Telem_A  ,Telem_B  ,Telem_C  ,EU_Hi  ,EU_Lo  ,EU_Counts  ,AlogFmt  ,ZeroClmp  ,Alm_unrHi  ,Alm_emgHi  ,Alm_preHi  ,Alm_preLo  ,Alm_emgLo  ,Alm_unrLo  ,Sev_unrHi  ,Sev_emgHi  ,Sev_preHi  ,Sev_preLo  ,Sev_emgLo  ,Sev_unrLo  ,Vcode_unrHi  ,Vcode_emgHi  ,Vcode_preHi  ,Vcode_preLo  ,Vcode_emgLo  ,Vcode_unrLo  ,Dband_unr  ,Dband_emg  ,Dband_pre  ,ROC_Limit  ,ROC_Sev  ,ROC_Vcode  ,ROC_Pos  ,ROC_Neg  ,Sev_Normal  ,ALarm_Task  ,Annc_Delay  ,Annc_Delay_Pre  ,Annc_Delay_Eme  ,Annc_Delay_Unr  ,Jog  ,Rep_Except  ,Meter_PT  ,Trend_Flag  ,Auto_Flag  ,CmdSeq_Flag  
"OP,1C      ",OP BKR 1 C AMPS BKR TRIP  ,4  ,CKBAMP  ,Analog  ,AMPS  ,4  ,23  ,10  ,2  ,0  ,1200.0000  ,0.0000  ,0::2047  ,STND  ,0  ,1104  ,1054  ,1004  ,-10  ,-20  ,-30  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,5  ,5  ,5  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,1  ,0  ,0  
"OP,2A      ",OP BKR 2 A AMPS BKR TRIP  ,4  ,CKBAMP  ,Analog  ,AMPS  ,4  ,23  ,11  ,2  ,0  ,1200.0000  ,0.0000  ,0::2047  ,STND  ,0  ,1104  ,1054  ,1004  ,-10  ,-20  ,-30  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,5  ,5  ,5  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,1  ,0  ,0  
"OP,2B      ",OP BKR 2 B AMPS BKR TRIP  ,4  ,CKBAMP  ,Analog  ,AMPS  ,4  ,23  ,12  ,2  ,0  ,1200.0000  ,0.0000  ,0::2047  ,STND  ,0  ,1104  ,1054  ,1004  ,-10  ,-20  ,-30  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,5  ,5  ,5  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,1  ,0  ,0  
"BC,KVAT    ",BLACK CK KVA TOTAL  ,6  ,STNKVA  ,Analog  ,KVA  ,  ,  ,  ,  ,  ,1.0000  ,0.0000  ,0::2047  ,STND  ,0  ,  ,  ,  ,  ,  ,  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,1  ,0  ,0  
"OP,2C      ",OP BKR 2 C AMPS BKR TRIP  ,4  ,CKBAMP  ,Analog  ,AMPS  ,4  ,23  ,13  ,2  ,0  ,1200.0000  ,0.0000  ,0::2047  ,STND  ,0  ,1104  ,1054  ,1004  ,-10  ,-20  ,-30  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,5  ,5  ,5  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,1  ,0  ,0  
"OP,3A      ",OP BKR 3 A AMPS BKR TRIP  ,4  ,CKBAMP  ,Analog  ,AMPS  ,4  ,23  ,14  ,2  ,0  ,1200.0000  ,0.0000  ,0::2047  ,STND  ,0  ,1104  ,1054  ,1004  ,-10  ,-20  ,-30  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,5  ,5  ,5  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,1  ,0  ,0  
"OP,3B      ",OP BKR 3 B AMPS BKR TRIP  ,4  ,CKBAMP  ,Analog  ,AMPS  ,4  ,23  ,15  ,2  ,0  ,1200.0000  ,0.0000  ,0::2047  ,STND  ,0  ,1104  ,1054  ,1004  ,-10  ,-20  ,-30  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,5  ,5  ,5  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,1  ,0  ,0  
"OP,3C      ",OP BKR 3 C AMPS BKR TRIP  ,4  ,CKBAMP  ,Analog  ,AMPS  ,4  ,23  ,16  ,2  ,0  ,1200.0000  ,0.0000  ,0::2047  ,STND  ,0  ,1104  ,1054  ,1004  ,-10  ,-20  ,-30  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,5  ,5  ,5  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,1  ,0  ,0  
"OP,4A      ",OP BKR 4 A AMPS BKR TRIP  ,4  ,CKBAMP  ,Analog  ,AMPS  ,4  ,23  ,17  ,2  ,0  ,1200.0000  ,0.0000  ,0::2047  ,STND  ,0  ,600  ,550  ,500  ,-10  ,-20  ,-30  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,5  ,5  ,5  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,1  ,0  ,0  
"OP,4B      ",OP BKR 4 B AMPS BKR TRIP  ,4  ,CKBAMP  ,Analog  ,AMPS  ,4  ,23  ,18  ,2  ,0  ,1200.0000  ,0.0000  ,0::2047  ,STND  ,0  ,600  ,550  ,500  ,-10  ,-20  ,-30  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,5  ,5  ,5  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,1  ,0  ,0  
"OP,4C      ",OP BKR 4 C AMPS BKR TRIP  ,4  ,CKBAMP  ,Analog  ,AMPS  ,4  ,23  ,19  ,2  ,0  ,1200.0000  ,0.0000  ,0::2047  ,STND  ,0  ,600  ,550  ,500  ,-10  ,-20  ,-30  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,5  ,5  ,5  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,1  ,0  ,0  
"OP,5A      ",OP BKR 5 A AMPS BKR TRIP  ,4  ,CKBAMP  ,Analog  ,AMPS  ,4  ,23  ,20  ,2  ,0  ,1200.0000  ,0.0000  ,0::2047  ,STND  ,0  ,720  ,670  ,620  ,-10  ,-20  ,-30  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,5  ,5  ,5  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,1  ,0  ,0  
"OP,5B      ",OP BKR 5 B AMPS BKR TRIP  ,4  ,CKBAMP  ,Analog  ,AMPS  ,4  ,23  ,21  ,2  ,0  ,1200.0000  ,0.0000  ,0::2047  ,STND  ,0  ,720  ,670  ,620  ,-10  ,-20  ,-30  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,5  ,5  ,5  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,1  ,0  ,0  
"OP,5C      ",OP BKR 5 C AMPS BKR TRIP  ,4  ,CKBAMP  ,Analog  ,AMPS  ,4  ,23  ,22  ,2  ,0  ,1200.0000  ,0.0000  ,0::2047  ,STND  ,0  ,720  ,670  ,620  ,-10  ,-20  ,-30  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,5  ,5  ,5  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,1  ,0  ,0  
"OP,6A      ",OP BKR 6 A AMPS BKR TRIP  ,4  ,CKBAMP  ,Analog  ,AMPS  ,4  ,23  ,23  ,2  ,0  ,1200.0000  ,0.0000  ,0::2047  ,STND  ,0  ,720  ,670  ,620  ,-10  ,-20  ,-30  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,5  ,5  ,5  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,1  ,0  ,0  
"OP,6B      ",OP BKR 6 B AMPS BKR TRIP  ,4  ,CKBAMP  ,Analog  ,AMPS  ,4  ,23  ,24  ,2  ,0  ,1200.0000  ,0.0000  ,0::2047  ,STND  ,0  ,720  ,670  ,620  ,-10  ,-20  ,-30  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,5  ,5  ,5  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,1  ,0  ,0  
"OP,6C      ",OP BKR 6 C AMPS BKR TRIP  ,4  ,CKBAMP  ,Analog  ,AMPS  ,4  ,23  ,25  ,2  ,0  ,1200.0000  ,0.0000  ,0::2047  ,STND  ,0  ,720  ,670  ,620  ,-10  ,-20  ,-30  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,5  ,5  ,5  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,1  ,0  ,0  
"OP,7A      ",OP BKR 7 A AMPS BKR TRIP  ,4  ,CKBAMP  ,Analog  ,AMPS  ,4  ,23  ,26  ,2  ,0  ,1200.0000  ,0.0000  ,0::2047  ,STND  ,0  ,1001  ,951  ,901  ,-10  ,-20  ,-30  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,5  ,5  ,5  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,1  ,0  ,0  
"OP,7B      ",OP BKR 7 B AMPS BKR TRIP  ,4  ,CKBAMP  ,Analog  ,AMPS  ,4  ,23  ,27  ,2  ,0  ,1200.0000  ,0.0000  ,0::2047  ,STND  ,0  ,1001  ,951  ,901  ,-10  ,-20  ,-30  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,5  ,5  ,5  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,1  ,0  ,0  
"OP,7C      ",OP BKR 7 C AMPS BKR TRIP  ,4  ,CKBAMP  ,Analog  ,AMPS  ,4  ,23  ,28  ,2  ,0  ,1200.0000  ,0.0000  ,0::2047  ,STND  ,0  ,1001  ,951  ,901  ,-10  ,-20  ,-30  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,5  ,5  ,5  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,1  ,0  ,0  
"OP,8A      ",OP BKR 8 A AMPS BKR TRIP  ,4  ,CKBAMP  ,Analog  ,AMPS  ,4  ,23  ,29  ,2  ,0  ,1200.0000  ,0.0000  ,0::2047  ,STND  ,0  ,1001  ,951  ,901  ,-10  ,-20  ,-30  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,5  ,5  ,5  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,1  ,0  ,0  
"OP,8B      ",OP BKR 8 B AMPS BKR TRIP  ,4  ,CKBAMP  ,Analog  ,AMPS  ,4  ,23  ,30  ,2  ,0  ,1200.0000  ,0.0000  ,0::2047  ,STND  ,0  ,1001  ,951  ,901  ,-10  ,-20  ,-30  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,5  ,5  ,5  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,1  ,0  ,0  
"OP,8C      ",OP BKR 8 C AMPS BKR TRIP  ,4  ,CKBAMP  ,Analog  ,AMPS  ,4  ,23  ,31  ,2  ,0  ,1200.0000  ,0.0000  ,0::2047  ,STND  ,0  ,1001  ,951  ,901  ,-10  ,-20  ,-30  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,5  ,5  ,5  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,1  ,0  ,0  
"OP,DCV     ",OP DC VOLTS  ,4  ,METERV  ,Analog  ,VOLTS  ,4  ,23  ,32  ,2  ,0  ,149.9835  ,0.0000  ,0::2047  ,STND  ,0  ,140  ,136.5  ,136  ,128.5  ,126.5  ,-10  ,On/No Ack  ,On/No Ack  ,On/No Ack  ,On/No Ack  ,On/No Ack  ,On/No Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,0.5  ,0.5  ,0.5  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,120  ,0  ,0  ,0  ,0  ,0  ,  ,1  ,0  ,0  
"OP,TXTMP   ",OP TX TEMP  ,4  ,TEMP  ,Analog  ,DEGREE  ,4  ,23  ,33  ,2  ,0  ,249.9978  ,0.0000  ,0::2047  ,STND  ,0  ,150  ,125  ,105  ,-5  ,-10  ,-300  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,1  ,1  ,1  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,1  ,0  ,0  
"OP,TXABT   ",OP TX AMBIENT TEMP  ,4  ,TEMP  ,Analog  ,DEGREE  ,4  ,23  ,34  ,2  ,0  ,249.9978  ,0.0000  ,0::2047  ,STND  ,0  ,  ,  ,  ,  ,  ,  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,1  ,0  ,0  
"OP,REGLTC  ",OP AUTO REG TAP CHGR POS  ,4  ,TXTAPC  ,Analog  ,TAP  ,4  ,23  ,35  ,2  ,0  ,15.9666  ,0.0000  ,0::2047  ,STND  ,0  ,16.5  ,16  ,15  ,-15  ,-16  ,-16.5  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,0.5  ,0.5  ,0.5  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,90  ,0  ,0  ,0  ,0  ,0  ,  ,1  ,0  ,0  
"OP,P       ",ORANGE PARK ACCUMULATOR  ,4  ,ACCUM  ,Analog  ,WATTS  ,4  ,23  ,0  ,3  ,0  ,4.8000  ,0.0000  ,0::2047  ,ACCOW  ,0  ,  ,  ,  ,1  ,-2  ,-4  ,On/No Ack  ,On/No Ack  ,On/No Ack  ,On/No Ack  ,On/No Ack  ,On/No Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,1  ,1  ,1  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,1  ,0  ,0  
"OP,RAV     ",OP REG A VOLTS FROM BRK1  ,4  ,REGVOL  ,Analog  ,VOLTS  ,4  ,23  ,36  ,2  ,0  ,149.9836  ,0.0000  ,0::2047  ,STND  ,0  ,150  ,129  ,127.5  ,120  ,118.5  ,-10  ,On/No Ack  ,On/No Ack  ,On/No Ack  ,On/No Ack  ,On/No Ack  ,On/No Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,0.5  ,0.5  ,0.5  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,120  ,0  ,0  ,0  ,0  ,0  ,  ,1  ,0  ,0  
"OP,RBV     ",OP REG B VOLTS FROM BRK1  ,4  ,REGVOL  ,Analog  ,VOLTS  ,4  ,23  ,37  ,2  ,0  ,149.9836  ,0.0000  ,0::2047  ,STND  ,0  ,150  ,129  ,127.5  ,120  ,118.5  ,-10  ,On/No Ack  ,On/No Ack  ,On/No Ack  ,On/No Ack  ,On/No Ack  ,On/No Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,0.5  ,0.5  ,0.5  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,1  ,0  ,0  
"OP,RCV     ",OP REG C VOLTS FROM BRK1  ,4  ,REGVOL  ,Analog  ,VOLTS  ,4  ,23  ,38  ,2  ,0  ,149.9836  ,0.0000  ,0::2047  ,STND  ,0  ,150  ,129  ,127.5  ,120  ,118.5  ,-10  ,On/No Ack  ,On/No Ack  ,On/No Ack  ,On/No Ack  ,On/No Ack  ,On/No Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,0.5  ,0.5  ,0.5  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,120  ,0  ,0  ,0  ,0  ,0  ,  ,1  ,0  ,0  
"AL,6A      ",AL BRK 6 A AMPS BKR TRIP  ,5  ,CKBAMP  ,Analog  ,AMPS  ,5  ,3  ,38  ,2  ,0  ,600.0001  ,0.0000  ,0::2047  ,STND  ,0  ,660  ,620  ,580  ,-10  ,-20  ,-30  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,5  ,5  ,5  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,1  ,0  ,0  
"AL,6B      ",AL BRK 6 B AMPS BKR TRIP  ,5  ,CKBAMP  ,Analog  ,AMPS  ,5  ,3  ,39  ,2  ,0  ,600.0001  ,0.0000  ,0::2047  ,STND  ,0  ,660  ,620  ,580  ,-10  ,-20  ,-30  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,5  ,5  ,5  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,1  ,0  ,0  
"SECI,111     ",FI TX3 MV LAG  ,1 2  ,MVAR  ,Setpoint  ,VARS  ,9  ,2  ,116  ,41  ,2  ,1.0000  ,0.0000  ,0::2047  ,STND  ,0  ,  ,  ,  ,  ,  ,  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,1  ,1  
"SPR,PF1M    ",MODEL  ,5  ,STNKVA  ,Analog  ,KVA  ,  ,  ,  ,  ,  ,1.0000  ,0.0000  ,0::2047  ,STND  ,0  ,  ,  ,  ,  ,  ,  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,0  ,0  
"LC,2B      ",LC 2B AMP BKR TRP  ,3  ,CKBAMP  ,Analog  ,AMPS  ,2  ,5  ,28  ,2  ,0  ,599.9958  ,0.0000  ,0::2047  ,STND  ,0  ,470  ,440  ,410  ,-10  ,-20  ,-30  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,5  ,5  ,5  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,1  ,0  ,0  
"FR,STAGE1  ",FR TX1 REGULATOR STAGE  ,1 2 3 4 5 6 7 8  ,VOLREG  ,Analog  ,STAGE  ,  ,  ,  ,  ,  ,1.0000  ,0.0000  ,0::2047  ,STND  ,0  ,  ,  ,  ,  ,  ,  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,0  ,0  
"AL,6C      ",AL BRK 6 C AMPS BKR TRIP  ,5  ,CKBAMP  ,Analog  ,AMPS  ,5  ,3  ,40  ,2  ,0  ,600.0001  ,0.0000  ,0::2047  ,STND  ,0  ,660  ,620  ,580  ,-10  ,-20  ,-30  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,5  ,5  ,5  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,1  ,0  ,0  
"WA,3C      ",WALDO 3C AMPS BKR TRIP  ,1  ,CKBAMP  ,Analog  ,AMPS  ,1  ,3  ,24  ,2  ,0  ,599.9958  ,0.0000  ,0::2047  ,STND  ,0  ,600  ,550  ,500  ,-10  ,-20  ,-30  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,10  ,10  ,10  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,1  ,0  ,0  
"GL,MV      ",GL VARS LAG  ,1  ,MVAR  ,Analog  ,VARS  ,1  ,13  ,10  ,2  ,0  ,65504.0000  ,0.0000  ,0::2047  ,STND  ,0  ,5400  ,5000  ,4000  ,  ,  ,  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,0  ,0  
"AL,P1      ",ALACHUA TX1 ACCUMULATOR  ,5  ,ACCUM  ,Analog  ,WATTS  ,5  ,3  ,0  ,3  ,0  ,2.4156  ,0.0000  ,0::2047  ,ACCOW  ,0  ,  ,  ,  ,1  ,-5  ,-10  ,On/No Ack  ,On/No Ack  ,On/No Ack  ,On/No Ack  ,On/No Ack  ,On/No Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,1  ,1  ,1  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,1  ,0  ,0  
