record,OrderNo,Type,Key,Name,Stn,AOR,pState,Norm,AlarmGroup,ICAddress,pDeviceInstance,pCtrlState,pScale,Name_Status_Source  ,Desc  ,Zones  ,PreSuffx  ,Telem_A  ,Open_A  ,Open_B  ,Close_A  ,Normal_State  
1060.0,1060.0,8.0,"""12007006""","""PSEUDO SWITCH""",007,4.0,216.0,0.0,1.0,"""""",611.0,"""""","""""","PS,BC6G52  ",PSEUDO SWITCH  ,4  ,15.0,  ,  ,  ,  ,0.0
1061.0,1061.0,8.0,"""12007007""","""PSEUDO SWITCH""",007,4.0,216.0,0.0,1.0,"""""",612.0,"""""","""""","PS,BC6G53  ",PSEUDO SWITCH  ,4  ,15.0,  ,  ,  ,  ,0.0
1062.0,1062.0,8.0,"""12007008""","""PSEUDO SWITCH""",007,4.0,216.0,0.0,1.0,"""""",613.0,"""""","""""","PS,BC6G55  ",PSEUDO SWITCH  ,4  ,15.0,  ,  ,  ,  ,0.0
1063.0,1063.0,8.0,"""12007009""","""PSEUDO SWITCH""",007,4.0,216.0,0.0,1.0,"""""",614.0,"""""","""""","PS,BC6G56  ",PSEUDO SWITCH  ,4  ,15.0,  ,  ,  ,  ,0.0
1064.0,1064.0,8.0,"""12007010""","""PSEUDO SWITCH""",007,4.0,216.0,0.0,1.0,"""""",615.0,"""""","""""","PS,BC6G58  ",PSEUDO SWITCH  ,4  ,15.0,  ,  ,  ,  ,0.0
1065.0,1065.0,8.0,"""12007011""","""PSEUDO SWITCH""",007,4.0,216.0,0.0,1.0,"""""",616.0,"""""","""""","PS,BC8G20  ",PSEUDO SWITCH  ,4  ,15.0,  ,  ,  ,  ,0.0
1066.0,1066.0,8.0,"""12007012""","""PSEUDO SWITCH""",007,4.0,216.0,0.0,1.0,"""""",617.0,"""""","""""","PS,BC8G22  ",PSEUDO SWITCH  ,4  ,15.0,  ,  ,  ,  ,0.0
1067.0,1067.0,8.0,"""12007013""","""PSEUDO SWITCH""",007,4.0,216.0,0.0,1.0,"""""",618.0,"""""","""""","PS,BC8G23  ",PSEUDO SWITCH  ,4  ,15.0,  ,  ,  ,  ,0.0
1068.0,1068.0,8.0,"""12007014""","""PSEUDO SWITCH""",007,4.0,216.0,0.0,1.0,"""""",619.0,"""""","""""","PS,BC8G25  ",PSEUDO SWITCH  ,4  ,15.0,  ,  ,  ,  ,0.0
1069.0,1069.0,8.0,"""12007015""","""PSEUDO SWITCH""",007,4.0,216.0,0.0,1.0,"""""",620.0,"""""","""""","PS,BC8G26  ",PSEUDO SWITCH  ,4  ,15.0,  ,  ,  ,  ,0.0
1070.0,1070.0,8.0,"""12007016""","""PSEUDO SWITCH""",007,4.0,216.0,0.0,1.0,"""""",621.0,"""""","""""","PS,BC8G28  ",PSEUDO SWITCH  ,4  ,15.0,  ,  ,  ,  ,0.0
1071.0,1071.0,1.0,"""01042039""","""LY 2100 SELF CHECK""",042,7.0,227.0,0.0,1.0,"""""",70.0,"""""","""""","LY,2100SC  ",LY 2100 SELF CHECK  ,7  ,26.0,2  ,  ,  ,  ,0.0
1072.0,1072.0,1.0,"""01042040""","""LY 734 METER SELF CHECK""",042,7.0,227.0,0.0,1.0,"""""",71.0,"""""","""""","LY,METSC   ",LY 734 METER SELF CHECK  ,7  ,26.0,2  ,  ,  ,  ,0.0
1073.0,1073.0,1.0,"""01068016""","""TX2 TANK PRESSURE RELIEF""",068,5.0,211.0,0.0,1.0,"""""",122.0,"""""","""""","HL,T2PR    ",TX2 TANK PRESSURE RELIEF  ,5  ,10.0,7  ,  ,  ,  ,0.0
1074.0,1074.0,1.0,"""01059023""","""FA TX 387 SELF CHECK""",059,5.0,227.0,0.0,1.0,"""""",68.0,"""""","""""","FA,387SC   ",FA TX 387 SELF CHECK  ,5  ,26.0,1  ,  ,  ,  ,0.0
1075.0,1075.0,1.0,"""01059024""","""FA TX 501 SELF CHECK""",059,5.0,227.0,0.0,1.0,"""""",69.0,"""""","""""","FA,501SC   ",FA TX 501 SELF CHECK  ,5  ,26.0,1  ,  ,  ,  ,0.0
1076.0,1076.0,1.0,"""01059025""","""FA  2032 SELF CHECK""",059,5.0,227.0,0.0,1.0,"""""",29.0,"""""","""""","FA,2032SC  ",FA  2032 SELF CHECK  ,5  ,26.0,1  ,  ,  ,  ,0.0
1077.0,1077.0,1.0,"""01059026""","""FA BKR 1 351 SELF CHECK""",059,5.0,227.0,0.0,1.0,"""""",18.0,"""""","""""","FA,351SC1  ",FA BKR 1 351 SELF CHECK  ,5  ,26.0,1  ,  ,  ,  ,0.0
1078.0,1078.0,8.0,"""12019008""","""PSEUDO SWITCH""",019,10.0,216.0,0.0,1.0,"""""",622.0,"""""","""""","PS,FI308   ",PSEUDO SWITCH  ,1 2 3 4 5 6 7 8  ,15.0,  ,  ,  ,  ,0.0
1079.0,1079.0,1.0,"""01059027""","""FA BKR 2 351 SELF CHECK""",059,5.0,227.0,0.0,1.0,"""""",42.0,"""""","""""","FA,351SC2  ",FA BKR 2 351 SELF CHECK  ,5  ,26.0,1  ,  ,  ,  ,0.0
1080.0,1080.0,1.0,"""01059028""","""FA BKR 3 351 SELF CHECK""",059,5.0,227.0,0.0,1.0,"""""",43.0,"""""","""""","FA,351SC3  ",FA BKR 3 351 SELF CHECK  ,5  ,26.0,1  ,  ,  ,  ,0.0
1081.0,1081.0,1.0,"""01059029""","""FA BKR 4 351 SELF CHECK""",059,5.0,227.0,0.0,1.0,"""""",126.0,"""""","""""","FA,351SC4  ",FA BKR 4 351 SELF CHECK  ,5  ,26.0,2  ,  ,  ,  ,0.0
1082.0,1082.0,1.0,"""01059030""","""3751S LBI""",059,5.0,202.0,0.0,1.0,"""""",623.0,"""""","""""","FA,3751S   ",3751S LBI  ,5  ,1.0,2  ,  ,  ,  ,0.0
1083.0,1083.0,1.0,"""01059031""","""FA TX1 2411-1 SELF CHECK""",059,5.0,227.0,0.0,1.0,"""""",624.0,"""""","""""","FA,24T1SC  ",FA TX1 2411-1 SELF CHECK  ,5  ,26.0,2  ,  ,  ,  ,0.0
1084.0,1084.0,1.0,"""01059032""","""FA TX1 HOT OIL TEMP""",059,5.0,227.0,0.0,1.0,"""""",179.0,"""""","""""","FA,TX1TOT  ",FA TX1 HOT OIL TEMP  ,5  ,26.0,2  ,  ,  ,  ,0.0
1085.0,1085.0,1.0,"""01059033""","""FA TX1 HOT SPOT""",059,5.0,209.0,0.0,1.0,"""""",177.0,"""""","""""","FA,TX1HS   ",FA TX1 HOT SPOT  ,5  ,8.0,2  ,  ,  ,  ,0.0
1086.0,1086.0,1.0,"""01059034""","""FA TX1 LOC/REM SW""",059,5.0,214.0,0.0,1.0,"""""",625.0,"""""","""""","FA,TX1LRS  ",FA TX1 LOC/REM SW  ,5  ,13.0,2  ,  ,  ,  ,0.0
1087.0,1087.0,2.0,"""01031013""","""BKR  GRND TRIP BLOCK""",031,6.0,222.0,0.0,1.0,"""""",37.0,"""""","""""","RV,2GT     ",BKR  GRND TRIP BLOCK  ,6  ,21.0,0  ,10  ,0  ,11  ,0.0
1088.0,1088.0,2.0,"""01059035""","""FA TX1 VOLT CONT RELAY 1""",059,5.0,218.0,0.0,1.0,"""""",626.0,"""""","""""","FA,TX1K1   ",FA TX1 VOLT CONT RELAY 1  ,5  ,17.0,2  ,27  ,0  ,27  ,0.0
1089.0,1089.0,2.0,"""01059036""","""FA TX1 VOLT CONT RELAY 2""",059,5.0,218.0,0.0,1.0,"""""",627.0,"""""","""""","FA,TX1K2   ",FA TX1 VOLT CONT RELAY 2  ,5  ,17.0,2  ,28  ,0  ,28  ,0.0
1090.0,1090.0,3.0,"""41059001""","""FA TX1 LTC AUTO/MAN SW""",059,5.0,221.0,0.0,1.0,"""""",213.0,"""""","""""","FA,TCA1    ",FA TX1 LTC AUTO/MAN SW  ,5  ,20.0,2  ,26  ,0  ,26  ,0.0
1091.0,1091.0,1.0,"""01006026""","""FT WHITE TX LOC/REM SW""",006,5.0,214.0,0.0,1.0,"""""",52.0,"""""","""""","FW,TXLR    ",FT WHITE TX LOC/REM SW  ,5  ,13.0,1  ,  ,  ,  ,0.0
1092.0,1092.0,1.0,"""01059037""","""FA TX2 2411-2 SELF CHECK""",059,5.0,227.0,0.0,1.0,"""""",628.0,"""""","""""","FA,24T2SC  ",FA TX2 2411-2 SELF CHECK  ,5  ,26.0,2  ,  ,  ,  ,0.0
1093.0,1093.0,1.0,"""01010019""","""BKR 2 2032 CPORT 4""",010,5.0,227.0,0.0,1.0,"""""",373.0,"""""","""""","CA,32CP4   ",BKR 2 2032 CPORT 4  ,5  ,26.0,4  ,  ,  ,  ,0.0
1094.0,1094.0,1.0,"""01010020""","""BKR 3 2032 CPORT 5""",010,5.0,227.0,0.0,1.0,"""""",371.0,"""""","""""","CA,32CP5   ",BKR 3 2032 CPORT 5  ,5  ,26.0,4  ,  ,  ,  ,0.0
1095.0,1095.0,1.0,"""01010021""","""BKR 4 2032 CPORT 6""",010,5.0,227.0,0.0,1.0,"""""",629.0,"""""","""""","CA,32CP6   ",BKR 4 2032 CPORT 6  ,5  ,26.0,4  ,  ,  ,  ,0.0
1096.0,1096.0,2.0,"""01010022""","""CA 2 GRND TRIP BLOCK""",010,5.0,222.0,0.0,1.0,"""""",37.0,"""""","""""","CA,2GT     ",CA 2 GRND TRIP BLOCK  ,5  ,21.0,1  ,26  ,0  ,27  ,0.0
1097.0,1097.0,2.0,"""01010023""","""CA 3 GRND TRIP BLOCK""",010,5.0,222.0,0.0,1.0,"""""",41.0,"""""","""""","CA,3GT     ",CA 3 GRND TRIP BLOCK  ,5  ,21.0,1  ,32  ,0  ,33  ,0.0
1098.0,1098.0,2.0,"""01010024""","""CA 4 GRND TRIP BLOCK""",010,5.0,222.0,0.0,1.0,"""""",74.0,"""""","""""","CA,4GT     ",CA 4 GRND TRIP BLOCK  ,5  ,21.0,3  ,38  ,0  ,39  ,0.0
1099.0,1099.0,1.0,"""01010025""","""CA BKR 1 2100 CPORT 3""",010,5.0,227.0,0.0,1.0,"""""",45.0,"""""","""""","CA,21CP3   ",CA BKR 1 2100 CPORT 3  ,5  ,26.0,1  ,  ,  ,  ,0.0
1100.0,1100.0,1.0,"""01010026""","""CA BKR 2 2100 CPORT 4""",010,5.0,227.0,0.0,1.0,"""""",417.0,"""""","""""","CA,21CP4   ",CA BKR 2 2100 CPORT 4  ,5  ,26.0,1  ,  ,  ,  ,0.0
1101.0,1101.0,1.0,"""01010027""","""CA BKR 3 2100 CPORT 5""",010,5.0,227.0,0.0,1.0,"""""",453.0,"""""","""""","CA,21CP5   ",CA BKR 3 2100 CPORT 5  ,5  ,26.0,1  ,  ,  ,  ,0.0
1102.0,1102.0,1.0,"""01010028""","""CA BKR 4 2100 CPORT 6""",010,5.0,227.0,0.0,1.0,"""""",394.0,"""""","""""","CA,21CP6   ",CA BKR 4 2100 CPORT 6  ,5  ,26.0,3  ,  ,  ,  ,0.0
1103.0,1103.0,1.0,"""01010029""","""CA BKR 2 LOC/REM SW""",010,5.0,214.0,0.0,1.0,"""""",38.0,"""""","""""","CA,2LR     ",CA BKR 2 LOC/REM SW  ,5  ,13.0,1  ,  ,  ,  ,0.0
1104.0,1104.0,1.0,"""01010030""","""CA BKR 3 LOC/REM SW""",010,5.0,214.0,0.0,1.0,"""""",8.0,"""""","""""","CA,3LR     ",CA BKR 3 LOC/REM SW  ,5  ,13.0,1  ,  ,  ,  ,0.0
1105.0,1105.0,1.0,"""01010031""","""CA BKR 4 LOC/REM SW""",010,5.0,214.0,0.0,1.0,"""""",7.0,"""""","""""","CA,4LR     ",CA BKR 4 LOC/REM SW  ,5  ,13.0,3  ,  ,  ,  ,0.0
1106.0,1106.0,1.0,"""01010032""","""CA BKR 2 351 SC""",010,5.0,227.0,0.0,1.0,"""""",42.0,"""""","""""","CA,351SC2  ",CA BKR 2 351 SC  ,5  ,26.0,3  ,  ,  ,  ,0.0
1107.0,1107.0,1.0,"""01010033""","""CA BKR 3 351 SC""",010,5.0,227.0,0.0,1.0,"""""",43.0,"""""","""""","CA,351SC3  ",CA BKR 3 351 SC  ,5  ,26.0,3  ,  ,  ,  ,0.0
1108.0,1108.0,1.0,"""01010034""","""CA BKR 4 351 SC""",010,5.0,227.0,0.0,1.0,"""""",126.0,"""""","""""","CA,351SC4  ",CA BKR 4 351 SC  ,5  ,26.0,3  ,  ,  ,  ,0.0
1109.0,1109.0,8.0,"""12056002""","""PSEUDO SWITCH""",056,10.0,216.0,0.0,1.0,"""""",630.0,"""""","""""","PS,SA2112  ",PSEUDO SWITCH  ,1 2 3 4 5 6 7 8  ,15.0,  ,  ,  ,  ,0.0
1110.0,1110.0,8.0,"""12056003""","""PSEUDO SWITCH""",056,10.0,216.0,0.0,1.0,"""""",631.0,"""""","""""","PS,SA2113  ",PSEUDO SWITCH  ,1 2 3 4 5 6 7 8  ,15.0,  ,  ,  ,  ,0.0
1111.0,1111.0,1.0,"""01008013""","""TANK DGA SELF CHECK""",008,10.0,227.0,0.0,1.0,"""""",386.0,"""""","""""","SG,T1GMSC  ",TANK DGA SELF CHECK  ,1 2 3 4 5 6 7 8  ,26.0,4  ,  ,  ,  ,0.0
1112.0,1112.0,5.0,"""02043001""","""GT FAST SCAN""",043,7.0,226.0,0.0,1.0,"""""",6.0,"""""","""""","GT,FS      ",GT FAST SCAN  ,7  ,25.0,  ,  ,  ,  ,0.0
1113.0,1113.0,5.0,"""02043002""","""REGULATOR CONTROL MODE""",043,10.0,204.0,0.0,1.0,"""""",80.0,"""""","""""","GT,RM      ",REGULATOR CONTROL MODE  ,1 2 3 4 5 6 7 8  ,3.0,  ,  ,  ,  ,0.0
1114.0,1114.0,2.0,"""01043008""","""GT BKR 1""",043,7.0,202.0,0.0,1.0,"""""",13.0,"""""","""""","GT,1       ",GT BKR 1  ,7  ,1.0,0  ,0  ,0  ,1  ,0.0
1115.0,1115.0,2.0,"""01043009""","""GT BKR 1 RECL""",043,7.0,205.0,0.0,1.0,"""""",14.0,"""""","""""","GT,1R      ",GT BKR 1 RECL  ,7  ,4.0,0  ,2  ,0  ,3  ,0.0
1116.0,1116.0,2.0,"""01043010""","""GT 1 GRND TRIP BLOCK""",043,7.0,222.0,0.0,1.0,"""""",15.0,"""""","""""","GT,1GT     ",GT 1 GRND TRIP BLOCK  ,7  ,21.0,0  ,4  ,0  ,5  ,0.0
1117.0,1117.0,1.0,"""01043011""","""GT BKR 1 LOC/REM SW""",043,7.0,214.0,0.0,1.0,"""""",17.0,"""""","""""","GT,1LR     ",GT BKR 1 LOC/REM SW  ,7  ,13.0,0  ,  ,  ,  ,0.0
1118.0,1118.0,2.0,"""01043012""","""GT BKR 4 RECL""",043,7.0,205.0,0.0,1.0,"""""",299.0,"""""","""""","GT,4R      ",GT BKR 4 RECL  ,7  ,4.0,0  ,14  ,0  ,15  ,0.0
1119.0,1119.0,2.0,"""01043013""","""GT 4 GRND TRIP BLOCK""",043,7.0,222.0,0.0,1.0,"""""",74.0,"""""","""""","GT,4GT     ",GT 4 GRND TRIP BLOCK  ,7  ,21.0,0  ,16  ,0  ,17  ,0.0
1120.0,1120.0,1.0,"""01059038""","""FA TX2 HOT OIL TEMP""",059,5.0,227.0,0.0,1.0,"""""",184.0,"""""","""""","FA,TX2TOT  ",FA TX2 HOT OIL TEMP  ,5  ,26.0,2  ,  ,  ,  ,0.0
1121.0,1121.0,1.0,"""01059039""","""FA TX2 HOT SPOT""",059,5.0,209.0,0.0,1.0,"""""",182.0,"""""","""""","FA,TX2HS   ",FA TX2 HOT SPOT  ,5  ,8.0,2  ,  ,  ,  ,0.0
1122.0,1122.0,1.0,"""01043014""","""GT BKR 4 LOC/REM SW""",043,7.0,214.0,0.0,1.0,"""""",7.0,"""""","""""","GT,4LR     ",GT BKR 4 LOC/REM SW  ,7  ,13.0,0  ,  ,  ,  ,0.0
1123.0,1123.0,1.0,"""01059040""","""FA TX2 LOC/REM SW""",059,5.0,214.0,0.0,1.0,"""""",632.0,"""""","""""","FA,TX2LRS  ",FA TX2 LOC/REM SW  ,5  ,13.0,2  ,  ,  ,  ,0.0
1124.0,1124.0,2.0,"""01059041""","""FA TX2 VOLT CONT RELAY 1""",059,5.0,218.0,0.0,1.0,"""""",393.0,"""""","""""","FA,TX2K1   ",FA TX2 VOLT CONT RELAY 1  ,5  ,17.0,2  ,31  ,0  ,31  ,0.0
1125.0,1125.0,1.0,"""01042041""","""MOBIL TX LOSS OF AC""",042,7.0,227.0,0.0,1.0,"""""",24.0,"""""","""""","LY,MTXAC   ",MOBIL TX LOSS OF AC  ,7  ,26.0,5  ,  ,  ,  ,0.0
1126.0,1126.0,1.0,"""01042042""","""MOBIL TX SELF CK""",042,7.0,227.0,0.0,1.0,"""""",412.0,"""""","""""","LY,MTXSC   ",MOBIL TX SELF CK  ,7  ,26.0,5  ,  ,  ,  ,0.0
1127.0,1127.0,1.0,"""01042043""","""LY TX 86T TRIP-COIL MON""",042,7.0,227.0,0.0,1.0,"""""",72.0,"""""","""""","LY,86TCM   ",LY TX 86T TRIP-COIL MON  ,7  ,26.0,2  ,  ,  ,  ,0.0
1128.0,1128.0,1.0,"""01029007""","""BR TX PRESSURE RELIEF""",029,5.0,211.0,0.0,1.0,"""""",82.0,"""""","""""","BR,TPR     ",BR TX PRESSURE RELIEF  ,5  ,10.0,4  ,  ,  ,  ,0.0
1129.0,1129.0,1.0,"""01035005""","""TX TANK SUDDEN PRESSURE""",035,5.0,211.0,0.0,1.0,"""""",296.0,"""""","""""","AC,TSP     ",TX TANK SUDDEN PRESSURE  ,5  ,10.0,4  ,  ,  ,  ,0.0
1130.0,1130.0,1.0,"""01029008""","""TX TANK LOW OIL""",029,5.0,210.0,0.0,1.0,"""""",633.0,"""""","""""","BR,TXLO    ",TX TANK LOW OIL  ,5  ,9.0,4  ,  ,  ,  ,0.0
1131.0,1131.0,8.0,"""12016001""","""PSEUDO SWITCH""",016,4.0,216.0,0.0,1.0,"""""",634.0,"""""","""""","PS,OP2P11  ",PSEUDO SWITCH  ,4  ,15.0,  ,  ,  ,  ,0.0
1132.0,1132.0,1.0,"""01029009""","""TX COOLING CONTROL AC""",029,5.0,205.0,0.0,1.0,"""""",635.0,"""""","""""","BR,TXCPWR  ",TX COOLING CONTROL AC  ,5  ,4.0,4  ,  ,  ,  ,0.0
1133.0,1133.0,1.0,"""01029010""","""LTC TANK LOW OIL""",029,5.0,210.0,0.0,1.0,"""""",636.0,"""""","""""","BR,LTCLO   ",LTC TANK LOW OIL  ,5  ,9.0,4  ,  ,  ,  ,0.0
1134.0,1134.0,1.0,"""01029011""","""LTC LOSS OF POWER""",029,5.0,227.0,0.0,1.0,"""""",254.0,"""""","""""","BR,TCPWR   ",LTC LOSS OF POWER  ,5  ,26.0,4  ,  ,  ,  ,0.0
1135.0,1135.0,1.0,"""01042044""","""MOBIL TX HOT OIL TEMP""",042,7.0,209.0,0.0,1.0,"""""",1.0,"""""","""""","LY,MTXTOT  ",MOBIL TX HOT OIL TEMP  ,7  ,8.0,5  ,  ,  ,  ,0.0
1136.0,1136.0,8.0,"""12045002""","""PSEUDO SWITCH""",045,6.0,216.0,0.0,1.0,"""""",637.0,"""""","""""","PS,TU301   ",PSEUDO SWITCH  ,6  ,15.0,  ,  ,  ,  ,0.0
1137.0,1137.0,8.0,"""12045003""","""PSEUDO SWITCH""",045,6.0,216.0,0.0,1.0,"""""",638.0,"""""","""""","PS,TU302   ",PSEUDO SWITCH  ,6  ,15.0,  ,  ,  ,  ,0.0
1138.0,1138.0,8.0,"""12045004""","""PSEUDO SWITCH""",045,6.0,216.0,0.0,1.0,"""""",639.0,"""""","""""","PS,TU303   ",PSEUDO SWITCH  ,6  ,15.0,  ,  ,  ,  ,0.0
1139.0,1139.0,8.0,"""12045005""","""PSEUDO SWITCH""",045,6.0,216.0,0.0,1.0,"""""",640.0,"""""","""""","PS,TU304   ",PSEUDO SWITCH  ,6  ,15.0,  ,  ,  ,  ,0.0
1140.0,1140.0,8.0,"""12045006""","""PSEUDO SWITCH""",045,6.0,216.0,0.0,1.0,"""""",641.0,"""""","""""","PS,TU305   ",PSEUDO SWITCH  ,6  ,15.0,  ,  ,  ,  ,0.0
1141.0,1141.0,8.0,"""12045007""","""PSEUDO SWITCH""",045,6.0,216.0,0.0,1.0,"""""",642.0,"""""","""""","PS,TU306   ",PSEUDO SWITCH  ,6  ,15.0,  ,  ,  ,  ,0.0
1142.0,1142.0,8.0,"""12045008""","""PSEUDO SWITCH""",045,6.0,216.0,0.0,1.0,"""""",643.0,"""""","""""","PS,TU307   ",PSEUDO SWITCH  ,6  ,15.0,  ,  ,  ,  ,0.0
1143.0,1143.0,8.0,"""12045009""","""PSEUDO SWITCH""",045,6.0,216.0,0.0,1.0,"""""",644.0,"""""","""""","PS,TU308   ",PSEUDO SWITCH  ,6  ,15.0,  ,  ,  ,  ,0.0
1144.0,1144.0,8.0,"""12045010""","""PSEUDO SWITCH""",045,6.0,216.0,0.0,1.0,"""""",645.0,"""""","""""","PS,TU309   ",PSEUDO SWITCH  ,6  ,15.0,  ,  ,  ,  ,0.0
1145.0,1145.0,8.0,"""12045011""","""PSEUDO SWITCH""",045,6.0,216.0,0.0,1.0,"""""",646.0,"""""","""""","PS,TU310   ",PSEUDO SWITCH  ,6  ,15.0,  ,  ,  ,  ,0.0
1146.0,1146.0,8.0,"""12045012""","""PSEUDO SWITCH""",045,6.0,216.0,0.0,1.0,"""""",647.0,"""""","""""","PS,TU311   ",PSEUDO SWITCH  ,6  ,15.0,  ,  ,  ,  ,0.0
1147.0,1147.0,8.0,"""12045013""","""PSEUDO SWITCH""",045,6.0,216.0,0.0,1.0,"""""",648.0,"""""","""""","PS,TU312   ",PSEUDO SWITCH  ,6  ,15.0,  ,  ,  ,  ,0.0
1148.0,1148.0,8.0,"""12045014""","""PSEUDO SWITCH""",045,6.0,216.0,0.0,1.0,"""""",649.0,"""""","""""","PS,TU313   ",PSEUDO SWITCH  ,6  ,15.0,  ,  ,  ,  ,0.0
1149.0,1149.0,8.0,"""12045015""","""PSEUDO SWITCH""",045,6.0,216.0,0.0,1.0,"""""",650.0,"""""","""""","PS,TU314   ",PSEUDO SWITCH  ,6  ,15.0,  ,  ,  ,  ,0.0
1150.0,1150.0,8.0,"""12045016""","""PSEUDO SWITCH""",045,6.0,216.0,0.0,1.0,"""""",651.0,"""""","""""","PS,TU315   ",PSEUDO SWITCH  ,6  ,15.0,  ,  ,  ,  ,0.0
1151.0,1151.0,8.0,"""12045017""","""PSEUDO SWITCH""",045,6.0,216.0,0.0,1.0,"""""",652.0,"""""","""""","PS,TU316   ",PSEUDO SWITCH  ,6  ,15.0,  ,  ,  ,  ,0.0
1152.0,1152.0,1.0,"""01042045""","""LY TX 94T TRIP-COIL MON""",042,7.0,227.0,0.0,1.0,"""""",653.0,"""""","""""","LY,94TCM   ",LY TX 94T TRIP-COIL MON  ,7  ,26.0,2  ,  ,  ,  ,0.0
1153.0,1153.0,8.0,"""12023001""","""PSEUDO SWITCH""",023,6.0,216.0,0.0,1.0,"""""",654.0,"""""","""""","PS,LC318   ",PSEUDO SWITCH  ,6  ,15.0,  ,  ,  ,  ,0.0
1154.0,1154.0,8.0,"""12023002""","""PSEUDO SWITCH""",023,6.0,216.0,0.0,1.0,"""""",655.0,"""""","""""","PS,LC319   ",PSEUDO SWITCH  ,6  ,15.0,  ,  ,  ,  ,0.0
1155.0,1155.0,8.0,"""12023003""","""PSEUDO SWITCH""",023,6.0,216.0,0.0,1.0,"""""",656.0,"""""","""""","PS,LC320   ",PSEUDO SWITCH  ,6  ,15.0,  ,  ,  ,  ,0.0
1156.0,1156.0,8.0,"""12023004""","""PSEUDO SWITCH""",023,6.0,216.0,0.0,1.0,"""""",657.0,"""""","""""","PS,LC321   ",PSEUDO SWITCH  ,6  ,15.0,  ,  ,  ,  ,0.0
1157.0,1157.0,2.0,"""01042046""","""LY C/S DONT P/U LOAD""",042,7.0,202.0,0.0,1.0,"""""",658.0,"""""","""""","LY,K525    ",LY C/S DONT P/U LOAD  ,7  ,1.0,2  ,18  ,0  ,19  ,0.0
1158.0,1158.0,1.0,"""01042047""","""LY LBI 3249S""",042,7.0,216.0,0.0,1.0,"""""",659.0,"""""","""""","LY,3249S   ",LY LBI 3249S  ,7  ,15.0,2  ,  ,  ,  ,0.0
1159.0,1159.0,1.0,"""01042048""","""TX TANK NITRO HIGH PRES""",042,7.0,211.0,0.0,1.0,"""""",433.0,"""""","""""","LY,TXNHI   ",TX TANK NITRO HIGH PRES  ,7  ,10.0,4  ,  ,  ,  ,0.0
1160.0,1160.0,8.0,"""12023005""","""PSEUDO SWITCH""",023,6.0,216.0,0.0,1.0,"""""",660.0,"""""","""""","PS,LC325   ",PSEUDO SWITCH  ,6  ,15.0,  ,  ,  ,  ,0.0
1161.0,1161.0,8.0,"""12040002""","""PSEUDO SWITCH""",040,6.0,216.0,0.0,1.0,"""""",661.0,"""""","""""","PS,MN614   ",PSEUDO SWITCH  ,6  ,15.0,  ,  ,  ,  ,0.0
1162.0,1162.0,1.0,"""01042049""","""LY TX 2505 SELF CHECK""",042,7.0,227.0,0.0,1.0,"""""",46.0,"""""","""""","LY,2505SC  ",LY TX 2505 SELF CHECK  ,7  ,26.0,1  ,  ,  ,  ,0.0
1163.0,1163.0,8.0,"""12045018""","""PSEUDO SWITCH""",045,6.0,216.0,0.0,1.0,"""""",662.0,"""""","""""","PS,TU6204  ",PSEUDO SWITCH  ,6  ,15.0,  ,  ,  ,  ,0.0
1164.0,1164.0,8.0,"""12045019""","""PSEUDO SWITCH""",045,6.0,216.0,0.0,1.0,"""""",663.0,"""""","""""","PS,TU6206  ",PSEUDO SWITCH  ,6  ,15.0,  ,  ,  ,  ,0.0
1165.0,1165.0,8.0,"""12045020""","""PSEUDO SWITCH""",045,6.0,216.0,0.0,1.0,"""""",664.0,"""""","""""","PS,TU6207  ",PSEUDO SWITCH  ,6  ,15.0,  ,  ,  ,  ,0.0
1166.0,1166.0,8.0,"""12045021""","""PSEUDO SWITCH""",045,6.0,216.0,0.0,1.0,"""""",665.0,"""""","""""","PS,TU6209  ",PSEUDO SWITCH  ,6  ,15.0,  ,  ,  ,  ,0.0
1167.0,1167.0,8.0,"""12045022""","""PSEUDO SWITCH""",045,6.0,216.0,0.0,1.0,"""""",666.0,"""""","""""","PS,TU649   ",PSEUDO SWITCH  ,6  ,15.0,  ,  ,  ,  ,0.0
1168.0,1168.0,8.0,"""12045023""","""PSEUDO SWITCH""",045,6.0,216.0,0.0,1.0,"""""",667.0,"""""","""""","PS,TU650   ",PSEUDO SWITCH  ,6  ,15.0,  ,  ,  ,  ,0.0
1169.0,1169.0,8.0,"""12045024""","""PSEUDO SWITCH""",045,6.0,216.0,0.0,1.0,"""""",668.0,"""""","""""","PS,TU651   ",PSEUDO SWITCH  ,6  ,15.0,  ,  ,  ,  ,0.0
1170.0,1170.0,1.0,"""01035006""","""LTC PRESSURE RELIEF""",035,5.0,211.0,0.0,1.0,"""""",131.0,"""""","""""","AC,TCPR    ",LTC PRESSURE RELIEF  ,5  ,10.0,4  ,  ,  ,  ,0.0
1171.0,1171.0,2.0,"""01029012""","""TX STAGE2 FANS""",029,5.0,218.0,0.0,1.0,"""""",158.0,"""""","""""","BR,TXFAN2  ",TX STAGE2 FANS  ,5  ,17.0,4  ,23  ,0  ,22  ,0.0
1172.0,1172.0,5.0,"""02065014""","""MODEL STATUS""",065,2.0,218.0,0.0,1.0,"""""",143.0,"""""","""""","SPR,RM1     ",MODEL STATUS  ,2  ,17.0,  ,  ,  ,  ,0.0
