record,OrderNo,Type,Name_match,Key,Name,Stn,AOR,"77,0","77,1","77,2","77,3","77,4","78,0","78,1","78,2","78,3","78,4","91,1","91,2","91,3","91,4","91,5",pScale EU_Hi,AlarmGrp,ICAddress,pUNIT,RawCountFormat
2463,2463,1,"AC,1KW     ","""03035002""","""ARCHER BKR 1 WATTS""",035,5,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,20470.0,1,,3,1
2464,2464,1,"FM,RAV1    ","""03009007""","""FFM TX1 REG A VOLTS""",009,7,127.5  ,129  ,0,0,150  ,120,118.5  ,0,0,-10  ,0.0,0.0,0.0,1.0,1.0,204.7,1,,5,1
2465,2465,1,"FM,RBV1    ","""03009008""","""FM TX1 REG B VOLTS""",009,7,127.5  ,129  ,0,0,150  ,120,118.5  ,0,0,-10  ,0.0,0.0,0.0,1.0,1.0,204.7,1,,5,1
2466,2466,1,"FM,RCV1    ","""03009009""","""FM TX1 REG C VOLTS""",009,7,127.5  ,129  ,0,0,150  ,120,118.5  ,0,0,-10  ,0.0,0.0,0.0,1.0,1.0,204.7,1,,5,1
2467,2467,1,"FM,TX1A    ","""03009010""","""FM TX1 LS A AMPS""",009,7,1050  ,1080  ,0,0,1108  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,1637.6,1,,1,1
2468,2468,1,"FM,TX1B    ","""03009011""","""FM TX1 LS B AMPS""",009,7,1050  ,1080  ,0,0,1108  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,1637.6,1,,1,1
2469,2469,1,"FM,TX1C    ","""03009012""","""FM TX1 LS C AMPS""",009,7,1050  ,1080  ,0,0,1108  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,1637.6,1,,1,1
2470,2470,2,"CEC,DSPK    ","""04053098""","""DIRECVT SERVE MAX PEAK""",053,4,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
2471,2471,1,"FM,TX1W    ","""03009013""","""FM TX1 WATTS""",009,7,29000  ,31000  ,0,0,33000  ,-10,-500  ,0,0,-1000  ,0.0,0.0,0.0,1.0,1.0,65504.0,1,,3,1
2472,2472,1,"MN,3PF     ","""03040029""","""MN BKR 3 POWER FACTOR""",040,6,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,204.7,1,,6,1
2473,2473,1,"FM,TXTEMP  ","""03009014""","""FM TX TEMP""",009,7,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,249.9978,1,,12,1
2474,2474,1,"FM,TXABT   ","""03009015""","""FM TX AMBIENT TEMP""",009,7,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,249.9978,1,,12,1
2475,2475,1,"OP,TX2A    ","""03016012""","""OP TX2 A AMPS""",016,4,2844  ,2894  ,0,0,2944  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,4912.8,1,,1,1
2476,2476,1,"FM,1A      ","""03009016""","""FM FDR 1 A AMP BKR TRIP""",009,7,459  ,509  ,0,0,559  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,599.9999,1,,1,1
2477,2477,1,"FM,1B      ","""03009017""","""FM FDR 1 B AMP BKR TRIP""",009,7,459  ,509  ,0,0,559  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,599.9999,1,,1,1
2478,2478,1,"FM,1C      ","""03009018""","""FM FDR 1 C AMP BKR TRIP""",009,7,459  ,509  ,0,0,559  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,599.9999,1,,1,1
2479,2479,1,"FM,2A      ","""03009019""","""FM FDR 2 A AMP BKR TRIP""",009,7,459  ,509  ,0,0,559  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,599.9999,1,,1,1
2480,2480,1,"FM,2B      ","""03009020""","""FM FDR 2 B AMP BKR TRIP""",009,7,459  ,509  ,0,0,559  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,599.9999,1,,1,1
2481,2481,1,"FM,2C      ","""03009021""","""FM FDR 2 C AMP BKR TRIP""",009,7,459  ,509  ,0,0,559  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,599.9999,1,,1,1
2482,2482,1,"FM,3A      ","""03009022""","""FM FDR 3 A AMP BKR TRIP""",009,7,459  ,509  ,0,0,559  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,599.9999,1,,1,1
2483,2483,1,"FM,3B      ","""03009023""","""FM FDR 3 B AMP BKR TRIP""",009,7,459  ,509  ,0,0,559  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,599.9999,1,,1,1
2484,2484,1,"FM,3C      ","""03009024""","""FM FDR 3 C AMP BKR TRIP""",009,7,459  ,509  ,0,0,559  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,599.9999,1,,1,1
2485,2485,1,"FM,4A      ","""03009025""","""FM FDR 4 A AMP BKR TRIP""",009,7,459  ,509  ,0,0,559  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,599.9999,1,,1,1
2486,2486,1,"FM,4B      ","""03009026""","""FM FDR 4 B AMP BKR TRIP""",009,7,459  ,509  ,0,0,559  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,599.9999,1,,1,1
2487,2487,1,"FM,4C      ","""03009027""","""FM FDR 4 C AMP BKR TRIP""",009,7,459  ,509  ,0,0,559  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,599.9999,1,,1,1
2488,2488,1,"FM,DCV     ","""03009028""","""DC VOLTS""",009,7,135  ,136.5  ,0,0,140  ,128.5,126.5  ,0,0,-10  ,0.0,0.0,0.0,1.0,1.0,150.0,1,,5,1
2489,2489,1,"MN,LTC1    ","""03040030""","""MN LTC1 TAP POS""",040,6,15  ,16  ,0,0,16.5  ,-15,-16  ,0,0,-16.5  ,0.0,0.0,0.0,1.0,1.0,15.9922,1,,9,1
2490,2490,1,"DI,4PF     ","""03001069""","""DI FDR 4 POWER FACTOR""",001,3,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,204.7,1,,6,1
2491,2491,1,"DI,5PF     ","""03001070""","""DI FDR 5 POWER FACTOR""",001,3,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,204.7,1,,6,1
2492,2492,1,"DI,6PF     ","""03001071""","""DI FDR 6 POWER FACTOR""",001,3,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,204.7,1,,6,1
2493,2493,2,"KH,1TOT    ","""04038026""","""KH BRK 1 AMP TOTAL""",038,10,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,1,1
2494,2494,1,"KH,DCV     ","""03038055""","""KH DC VOLTS (SECI)""",038,1,135  ,136.5  ,0,0,140  ,128.5,126.5  ,0,0,-10  ,0.0,0.0,0.0,1.0,1.0,149.8957,1,,5,1
2495,2495,2,"FM,SOEPT   ","""04009005""","""""",009,10,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,"""""",1
2496,2496,1,"RD,5B      ","""03036047""","""RD BKR 5B AMPS""",036,4,720  ,760  ,0,0,800  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,1199.999,1,,1,1
2497,2497,1,"RD,5C      ","""03036048""","""RD BKR 5C AMPS""",036,4,720  ,760  ,0,0,800  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,1199.999,1,,1,1
2498,2498,2,"FM,CALI    ","""04009006""","""FT MCCOY CALC DEMAND""",009,7,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
2499,2499,2,"FM,CDY     ","""04009007""","""CURRENT DAY DEMAND""",009,7,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
2500,2500,2,"FM,CHR     ","""04009008""","""CURRENT HOUR DEMAND""",009,7,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
2501,2501,2,"FM,CMT     ","""04009009""","""FM CUR MONTH DEMAND""",009,7,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
2502,2502,1,"RD,1KW     ","""03036049""","""RD BKR 1 WATTS""",036,4,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,20470.0,1,,3,1
2503,2503,2,"KH,TIM     ","""04038027""","""KH TIMEOUT ERROR""",038,1,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,"""""",1
2504,2504,2,"FM,MUL     ","""04009010""","""FM MULTIPLIER""",009,7,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
2505,2505,2,"SN,1TOT    ","""04064005""","""SN BRK 1 AMP TOTAL""",064,10,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,1,1
2506,2506,2,"FM,PDY     ","""04009011""","""FM PREVIOUS DAY DEMAND""",009,7,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
2507,2507,2,"SN,2TOT    ","""04064006""","""SN BRK 2 AMP TOTAL""",064,10,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,1,1
2508,2508,2,"FM,PFAVG   ","""04009012""","""FM POWER FACTOR AVG""",009,7,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,8,1
2509,2509,2,"FM,PHR     ","""04009013""","""FM PREVIOUS HOUR DEMAND""",009,7,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
2510,2510,2,"FM,PMT     ","""04009014""","""FM PREV MONTH TOTAL""",009,7,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
2511,2511,2,"SN,3TOT    ","""04064007""","""SN BRK 3 AMP TOTAL""",064,10,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,1,1
2512,2512,2,"FM,STAGE   ","""04009015""","""FM REGULATOR STAGE""",009,7,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,11,1
2513,2513,2,"FM,KVAAVG  ","""04009016""","""FM KVA AVERAGE""",009,7,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,3,1
2514,2514,1,"FM,LTC1    ","""03009029""","""FM LTC1 TAP POS""",009,7,15  ,16  ,0,0,16.5  ,-15,-16  ,0,0,-16.5  ,0.0,0.0,0.0,1.0,1.0,15.9666,1,,9,1
2515,2515,1,"OP,TX2B    ","""03016013""","""OP TX2 B AMPS""",016,4,2844  ,2894  ,0,0,2944  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,4912.8,1,,1,1
2516,2516,1,"OP,TX2C    ","""03016014""","""OP TX2 C AMPS""",016,4,2844  ,2894  ,0,0,2944  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,4912.8,1,,1,1
2517,2517,1,"OP,TX2W    ","""03016015""","""OP TX2 WATTS""",016,4,30000  ,32000  ,0,0,33600  ,-10,-500  ,0,0,-1000  ,0.0,0.0,0.0,1.0,1.0,98256.0,1,,3,1
2518,2518,1,"SECI,74      ","""03058064""","""DB2 MVD LAG""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,4,1
2519,2519,1,"OP,1A      ","""03016016""","""OP BKR 1 A AMPS BKR TRIP""",016,4,1004  ,1054  ,0,0,1104  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,1200.0,1,,1,1
2520,2520,1,"OP,1B      ","""03016017""","""OP BKR 1 B AMPS BKR TRIP""",016,4,1004  ,1054  ,0,0,1104  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,1200.0,1,,1,1
2521,2521,1,"OP,1C      ","""03016018""","""OP BKR 1 C AMPS BKR TRIP""",016,4,1004  ,1054  ,0,0,1104  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,1200.0,1,,1,1
2522,2522,1,"OP,2A      ","""03016019""","""OP BKR 2 A AMPS BKR TRIP""",016,4,1004  ,1054  ,0,0,1104  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,1200.0,1,,1,1
2523,2523,1,"OP,2B      ","""03016020""","""OP BKR 2 B AMPS BKR TRIP""",016,4,1004  ,1054  ,0,0,1104  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,1200.0,1,,1,1
2524,2524,2,"BC,KVAT    ","""04007063""","""BLACK CK KVA TOTAL""",007,6,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,8,1
2525,2525,1,"OP,2C      ","""03016021""","""OP BKR 2 C AMPS BKR TRIP""",016,4,1004  ,1054  ,0,0,1104  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,1200.0,1,,1,1
2526,2526,1,"OP,3A      ","""03016022""","""OP BKR 3 A AMPS BKR TRIP""",016,4,1004  ,1054  ,0,0,1104  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,1200.0,1,,1,1
2527,2527,1,"OP,3B      ","""03016023""","""OP BKR 3 B AMPS BKR TRIP""",016,4,1004  ,1054  ,0,0,1104  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,1200.0,1,,1,1
2528,2528,1,"OP,3C      ","""03016024""","""OP BKR 3 C AMPS BKR TRIP""",016,4,1004  ,1054  ,0,0,1104  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,1200.0,1,,1,1
2529,2529,1,"OP,4A      ","""03016025""","""OP BKR 4 A AMPS BKR TRIP""",016,4,500  ,550  ,0,0,600  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,1200.0,1,,1,1
2530,2530,1,"OP,4B      ","""03016026""","""OP BKR 4 B AMPS BKR TRIP""",016,4,500  ,550  ,0,0,600  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,1200.0,1,,1,1
2531,2531,1,"OP,4C      ","""03016027""","""OP BKR 4 C AMPS BKR TRIP""",016,4,500  ,550  ,0,0,600  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,1200.0,1,,1,1
2532,2532,1,"OP,5A      ","""03016028""","""OP BKR 5 A AMPS BKR TRIP""",016,4,620  ,670  ,0,0,720  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,1200.0,1,,1,1
2533,2533,1,"OP,5B      ","""03016029""","""OP BKR 5 B AMPS BKR TRIP""",016,4,620  ,670  ,0,0,720  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,1200.0,1,,1,1
2534,2534,1,"OP,5C      ","""03016030""","""OP BKR 5 C AMPS BKR TRIP""",016,4,620  ,670  ,0,0,720  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,1200.0,1,,1,1
2535,2535,1,"OP,6A      ","""03016031""","""OP BKR 6 A AMPS BKR TRIP""",016,4,620  ,670  ,0,0,720  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,1200.0,1,,1,1
2536,2536,1,"OP,6B      ","""03016032""","""OP BKR 6 B AMPS BKR TRIP""",016,4,620  ,670  ,0,0,720  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,1200.0,1,,1,1
2537,2537,1,"OP,6C      ","""03016033""","""OP BKR 6 C AMPS BKR TRIP""",016,4,620  ,670  ,0,0,720  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,1200.0,1,,1,1
2538,2538,1,"OP,7A      ","""03016034""","""OP BKR 7 A AMPS BKR TRIP""",016,4,901  ,951  ,0,0,1001  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,1200.0,1,,1,1
2539,2539,1,"OP,7B      ","""03016035""","""OP BKR 7 B AMPS BKR TRIP""",016,4,901  ,951  ,0,0,1001  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,1200.0,1,,1,1
2540,2540,1,"OP,7C      ","""03016036""","""OP BKR 7 C AMPS BKR TRIP""",016,4,901  ,951  ,0,0,1001  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,1200.0,1,,1,1
2541,2541,1,"OP,8A      ","""03016037""","""OP BKR 8 A AMPS BKR TRIP""",016,4,901  ,951  ,0,0,1001  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,1200.0,1,,1,1
2542,2542,1,"OP,8B      ","""03016038""","""OP BKR 8 B AMPS BKR TRIP""",016,4,901  ,951  ,0,0,1001  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,1200.0,1,,1,1
2543,2543,1,"OP,8C      ","""03016039""","""OP BKR 8 C AMPS BKR TRIP""",016,4,901  ,951  ,0,0,1001  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,1200.0,1,,1,1
2544,2544,2,"NR,CALIKW  ","""04051014""","""NR CALI  FROM 6151KW""",051,5,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
2545,2545,1,"OP,TX2TMP  ","""03016040""","""OP TX2 TANK OIL TEMP""",016,4,105  ,125  ,0,0,150  ,-5,-10  ,0,0,-300  ,0.0,0.0,0.0,1.0,1.0,1.0,1,,12,1
2546,2546,1,"OP,TX2ABT  ","""03016041""","""OP TX2 AMBIENT TEMP""",016,4,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,12,1
2547,2547,1,"OP,LTC2    ","""03016042""","""OP LTC2 TAP POS""",016,4,15  ,16  ,0,0,16.5  ,-15,-16  ,0,0,-16.5  ,0.0,0.0,0.0,1.0,1.0,15.9666,1,,9,1
2548,2548,1,"OP,P2      ","""03016043""","""OP TX2 ACCUMULATOR""",016,4,999995,999996,0,0,999999,1,-2  ,0,0,-4  ,0.0,0.0,0.0,1.0,1.0,7.2,1,,3,1
2549,2549,1,"OP,RAV2    ","""03016044""","""OP TX2 REG A VOLTS""",016,4,127.5  ,129  ,0,0,150  ,120,118.5  ,0,0,-10  ,0.0,0.0,0.0,1.0,1.0,204.7,1,,5,1
2550,2550,1,"OP,RBV2    ","""03016045""","""OP TX2 REG B VOLTS""",016,4,127.5  ,129  ,0,0,150  ,120,118.5  ,0,0,-10  ,0.0,0.0,0.0,1.0,1.0,204.7,1,,5,1
2551,2551,1,"OP,RCV2    ","""03016046""","""OP TX2 REG C VOLTS""",016,4,127.5  ,129  ,0,0,150  ,120,118.5  ,0,0,-10  ,0.0,0.0,0.0,1.0,1.0,204.7,1,,5,1
2552,2552,1,"AL,6A      ","""03017044""","""AL BRK 6 A AMPS BKR TRIP""",017,5,580  ,620  ,0,0,660  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,600.0001,1,,1,1
2553,2553,1,"AL,6B      ","""03017045""","""AL BRK 6 B AMPS BKR TRIP""",017,5,580  ,620  ,0,0,660  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,600.0001,1,,1,1
2554,2554,1,"SECI,111     ","""03058065""","""FI TX3 MV LAG""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,4,1
2555,2555,2,"SPR,PF1M    ","""04067119""","""MODEL""",067,5,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,8,1
2556,2556,1,"LC,2B      ","""03023063""","""LC 2B AMP BKR TRP""",023,3,410  ,440  ,0,0,470  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,599.9958,1,,1,1
2557,2557,2,"FR,STAGE1  ","""04049033""","""FR TX1 REGULATOR STAGE""",049,10,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,11,1
2558,2558,1,"AL,6C      ","""03017046""","""AL BRK 6 C AMPS BKR TRIP""",017,5,580  ,620  ,0,0,660  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,600.0001,1,,1,1
2559,2559,1,"WA,3C      ","""03004026""","""WALDO 3C AMPS BKR TRIP""",004,1,500  ,550  ,0,0,600  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,599.9958,1,,1,1
2560,2560,1,"GL,MV      ","""03046024""","""GL VARS LAG""",046,1,4000  ,5000  ,0,0,5400  ,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,65504.0,1,,4,1
2561,2561,1,"AL,P1      ","""03017047""","""ALACHUA TX1 ACCUMULATOR""",017,5,999995,999996,0,0,999999,1,-5  ,0,0,-10  ,0.0,0.0,0.0,1.0,1.0,2.4156,1,,3,1
2562,2562,2,"AL,MUL1    ","""04017021""","""AL TX1 MULTIPLIER""",017,5,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
2563,2563,1,"SECI,80      ","""03058066""","""DI TX1 MVR LEAD""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,4,1
2564,2564,1,"SECI,86      ","""03058067""","""MI TX2 MVD LAG""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,4,1
2565,2565,2,"AL,MUL2    ","""04017022""","""AL TX2 MULTIPLIER""",017,5,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
2566,2566,2,"AL,CDY1    ","""04017023""","""AL 1 CUR DAY DEMAND""",017,5,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
2567,2567,2,"AL,CDY2    ","""04017024""","""AL 2 CUR DAY DEMAND""",017,5,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
2568,2568,2,"AL,CHR1    ","""04017025""","""AL 1 CUR HOUR DEMAND""",017,5,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
2569,2569,2,"AL,CHR2    ","""04017026""","""AL 2 CUR HOUR DEMAND""",017,5,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
2570,2570,2,"AL,CMT1    ","""04017027""","""AL 1 CUR MTH DEMAND""",017,5,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
2571,2571,2,"AL,CMT2    ","""04017028""","""AL 2 CUR MTH DEMAND""",017,5,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
2572,2572,2,"WE,1TOT    ","""04069006""","""WE BRK 1 AMP TOTAL""",069,10,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,1,1
2573,2573,2,"WE,2TOT    ","""04069007""","""WE BRK 2 AMP TOTAL""",069,10,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,1,1
2574,2574,2,"WE,3TOT    ","""04069008""","""WE BRK 3 AMP TOTAL""",069,10,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,1,1
2575,2575,2,"CA,REGAVG  ","""04010019""","""CA REG AVG""",010,10,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,8,1
2576,2576,2,"WE,4TOT    ","""04069009""","""WE BRK 4 AMP TOTAL""",069,10,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,1,1
2577,2577,2,"HL,P       ","""04070003""","""HL PULSE TOTAL""",070,5,999995,999996,0,0,999999,0,-2  ,0,0,-10  ,0.0,0.0,0.0,1.0,1.0,1.0,1,,3,1
2578,2578,1,"LC,2C      ","""03023064""","""LC 2C AMP BKR TRP""",023,3,410  ,440  ,0,0,470  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,599.9958,1,,1,1
2579,2579,2,"GL,CALI    ","""04046012""","""GRIFFIS LOOP CALC DEMAND""",046,1,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
2580,2580,2,"AL,PF1AVG  ","""04017029""","""AL TX1 POWER FACTOR AVG""",017,5,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,8,1
2581,2581,2,"AL,PF2AVG  ","""04017030""","""AL TX2 POWER FACTOR AVG""",017,5,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,8,1
2582,2582,2,"AL,PHR1    ","""04017031""","""AL TX1 PREV HOUR DEMAND""",017,5,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
2583,2583,2,"AL,PHR2    ","""04017032""","""AL TX2 PREV HOUR DEMAND""",017,5,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
2584,2584,2,"WE,5TOT    ","""04069010""","""WE BRK 5 AMP TOTAL""",069,10,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,1,1
2585,2585,2,"WE,6TOT    ","""04069011""","""WE BRK 6 AMP TOTAL""",069,10,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,1,1
2586,2586,2,"OP,CP      ","""04016032""","""OP CALC TEST PULSE""",016,1,999995,999996,0,0,999999,1,-1  ,0,0,-10  ,0.0,0.0,0.0,1.0,1.0,1.0,1,,3,1
2587,2587,2,"BC,7ADD    ","""04007064""","""ADDITIVE DEMAND""",007,4,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
2588,2588,2,"BC,8ADD    ","""04007065""","""ADDITIVE DEMAND""",007,4,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
