record,OrderNo,Type,Name_match,Key,Name,Stn,AOR,"77,0","77,1","77,2","77,3","77,4","78,0","78,1","78,2","78,3","78,4","91,1","91,2","91,3","91,4","91,5",pScale EU_Hi,AlarmGrp,ICAddress,pUNIT,RawCountFormat
2589,2589,2,"AL,SOEPT   ","""04017033""","""""",017,10,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,"""""",1
2590,2590,2,"AL,STAGE1  ","""04017034""","""AL TX1 REGULATOR STAGE""",017,10,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,11,1
2591,2591,2,"AL,STAGE2  ","""04017035""","""AL TX2 REGULATOR STAGE""",017,10,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,11,1
2592,2592,2,"AL,WT      ","""04017036""","""AL WATT TOTAL""",017,5,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,3,1
2593,2593,1,"DI,7B      ","""03001072""","""DR INLET 7B AMP-BKR TRIP""",001,3,440  ,460  ,0,0,480  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,1200.0,1,,1,1
2594,2594,1,"DI,7A      ","""03001073""","""DR INLET 7A AMP-BKR TRIP""",001,3,440  ,460  ,0,0,480  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,1200.0,1,,1,1
2595,2595,2,"FR,SOEPT   ","""04049034""","""""",049,10,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,"""""",1
2596,2596,1,"ME,P2      ","""03041032""","""MELROSE ACCUMULATOR CEC""",041,1,999995,999996,0,0,999999,1,-2  ,0,0,-2  ,0.0,0.0,0.0,1.0,1.0,7.2,1,,3,1
2597,2597,2,"CEC,RTUTIM  ","""04053099""","""RTU COMM SUC TIME""",053,10,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,30,1
2598,2598,2,"CEC,RTUTRI  ","""04053100""","""RTU COMM SUC TRIES""",053,10,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,30,1
2599,2599,2,"KH,C07TIM  ","""04038028""","""KH RTU COM SUC TIME""",038,10,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,30,1
2600,2600,2,"KH,C07TRI  ","""04038029""","""KH RTU COM SUC TRIES""",038,10,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,30,1
2601,2601,2,"SPR,C39TIM  ","""04067120""","""GC RTU COM SUC TIME""",067,10,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,30,1
2602,2602,2,"SPR,C39TRI  ","""04067121""","""GC RTU COM SUC TRIES""",067,10,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,30,1
2603,2603,1,"MI,3PF     ","""03011045""","""MI BKR 3 POWER FACTOR""",011,3,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,204.7,1,,6,1
2604,2604,1,"MI,TX2W    ","""03011046""","""MI TX2 WATTS""",011,3,50000  ,53000  ,0,0,56000  ,-10,-500  ,0,0,-1000  ,0.0,0.0,0.0,1.0,1.0,65504.0,1,,3,1
2605,2605,1,"GP,1001C   ","""03028026""","""BKR 1001 C AMPS""",028,6,540  ,560  ,0,0,600  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,599.9999,1,,1,1
2606,2606,1,"WA,MV      ","""03004027""","""WA VARS LAG""",004,1,4000  ,5000  ,0,0,5400  ,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,32752.0,1,,4,1
2607,2607,2,"SB,CALIT   ","""04065028""","""SB CALI TOTAL""",065,10,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,1,1
2608,2608,2,"SPR,SEMCHR  ","""04067122""","""SPARE ANALOG""",067,10,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,8,1
2609,2609,2,"SPR,SEMPHR  ","""04067123""","""SPARE ANALOG""",067,10,0  ,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,8,1
2610,2610,2,"SPR,SEMCDY  ","""04067124""","""SPARE ANALOG""",067,10,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,8,1
2611,2611,2,"SPR,SEMPDY  ","""04067125""","""SPARE ANALOG""",067,10,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,8,1
2612,2612,2,"SPR,SEMCMT  ","""04067126""","""MODEL""",067,10,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,8,1
2613,2613,2,"SPR,SEMPMT  ","""04067127""","""SPARE ANALOG""",067,10,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,8,1
2614,2614,1,"HL,TX2B    ","""03070013""","""HL TX2 LS B AMPS""",070,5,4000  ,4250  ,0,0,4425  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,8188.0,1,,1,1
2615,2615,2,"AL,KV1AVG  ","""04017037""","""AL TX1 KVA AVERAGE""",017,5,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,3,1
2616,2616,1,"SECI,94      ","""03058068""","""RD TX2 MVD LAG""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,4,1
2617,2617,1,"SECI,103     ","""03058069""","""BY TX1 MVR LEAD""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,4,1
2618,2618,1,"WA,1A      ","""03004028""","""WALDO 1A AMPS BKR TRIP""",004,1,500  ,550  ,0,0,600  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,599.9958,1,,1,1
2619,2619,2,"LC,MUL1    ","""04023037""","""LC TX1 MULTIPLIER""",023,3,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
2620,2620,1,"SECI,95      ","""03058070""","""RD TX2 MVR LEAD""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,4,1
2621,2621,1,"LC,RBV1    ","""03023065""","""LC TX1 REG B VOLTS""",023,3,127.5  ,129  ,0,0,150  ,120,118.5  ,0,0,-10  ,0.0,0.0,0.0,1.0,1.0,204.7,1,,5,1
2622,2622,2,"AL,KV2AVG  ","""04017038""","""AL TX2 KVA AVERAGE""",017,5,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,3,1
2623,2623,2,"G5,SOEPT   ","""04024001""","""""",024,10,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,"""""",1
2624,2624,1,"BY,T2HST2  ","""03002008""","""TX2 WINDING 2 TEMP""",002,4,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,12,1
2625,2625,1,"DB,T3HST1  ","""03014075""","""DB TX3 WINDING 1 TEMP""",014,3,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,12,1
2626,2626,1,"WS,2B      ","""03003015""","""BKR 2 B AMPS BKR TRIP""",003,5,175  ,190  ,0,0,210  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,599.9999,1,,1,1
2627,2627,1,"G5,W       ","""03024005""","""LB GEN #5 MWATTS""",024,3,100  ,1850  ,0,0,1875  ,-100,-150  ,0,0,-200  ,0.0,0.0,0.0,1.0,1.0,204702.0,1,,3,1
2628,2628,1,"BL,KWPHR1  ","""03072026""","""BL TX1 KW PREVIOUS HOUR""",072,3,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,196512.0,1,,10,1
2629,2629,2,"RD,PDY1    ","""04036020""","""RD 1 PREV DAY DEMAND""",036,4,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
2630,2630,1,"ME,MV1-    ","""03041033""","""ME VARS LEAD""",041,1,4000  ,5000  ,0,0,5400  ,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,98256.0,1,,4,1
2631,2631,1,"GL,FREQ    ","""03046025""","""GL TX FREQUENCY""",046,1,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,204.7,1,,7,1
2632,2632,1,"SECI,122     ","""03058071""","""RS TX2 MV LAG""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,4,1
2633,2633,1,"GP,KVAM    ","""03028027""","""GP KVA METER""",028,5,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,36231.9,1,,8,1
2634,2634,1,"KH,TX2ABT  ","""03038056""","""TX2 AMBIENT TEMP""",038,1,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,12,1
2635,2635,2,"SPR,LCPF2   ","""04067128""","""MODEL""",067,10,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,8,1
2636,2636,2,"LC,PHR1    ","""04023038""","""LC TX1 PRV HR DMND""",023,3,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
2637,2637,2,"OP,CPHR    ","""04016033""","""OP CALC PREV H0UR DEMAND""",016,4,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
2638,2638,2,"OP,CCHR    ","""04016034""","""OP CALC CUR HOUR DEMAND""",016,4,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
2639,2639,2,"PP,PREHRT  ","""04037013""","""GT & SS PREV HR TOT""",037,12,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
2640,2640,2,"WE,SOEPT   ","""04069012""","""""",069,10,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,"""""",1
2641,2641,1,"RD,2KW     ","""03036050""","""RD BKR 2 WATTS""",036,4,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,20470.0,1,,3,1
2642,2642,1,"RD,3KW     ","""03036051""","""RD BKR 3 WATTS""",036,4,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,20470.0,1,,3,1
2643,2643,1,"RD,4KW     ","""03036052""","""RD BKR 4 WATTS""",036,4,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,20470.0,1,,3,1
2644,2644,1,"WE,1A      ","""03069017""","""WE BKR 1 A AMPS""",069,4,874  ,899  ,0,0,924  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,1199.992,1,,1,1
2645,2645,1,"WE,1B      ","""03069018""","""WE BKR 1 B AMPS""",069,4,874  ,899  ,0,0,924  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,1199.992,1,,1,1
2646,2646,1,"HL,RBV2    ","""03070014""","""TX2 REG B VOLTS 387E""",070,5,125  ,129  ,0,0,150  ,117,115.5  ,0,0,-10  ,0.0,0.0,0.0,1.0,1.0,204.7,1,,5,1
2647,2647,1,"HL,RCV2    ","""03070015""","""TX2 REG C VOLTS 387E""",070,5,125  ,129  ,0,0,150  ,117,115.5  ,0,0,-10  ,0.0,0.0,0.0,1.0,1.0,204.7,1,,5,1
2648,2648,1,"HL,TX2A    ","""03070016""","""HL TX2 LS A AMPS""",070,5,4000  ,4250  ,0,0,4425  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,8188.0,1,,1,1
2649,2649,1,"HL,TX2W    ","""03070017""","""HL TX2 WATTS""",070,5,20000  ,23000  ,0,0,25000  ,-10,-500  ,0,0,-1000  ,0.0,0.0,0.0,1.0,1.0,54587.35,1,,3,1
2650,2650,1,"RD,CV1     ","""03036053""","""RD TX1 C PH VOLTS""",036,4,140  ,142  ,0,0,145  ,115,112  ,0,0,110  ,0.0,0.0,0.0,1.0,1.0,204.7,1,,5,1
2651,2651,2,"BC,PHRT    ","""04007066""","""BLK CRK CUR HOUR DEMAND""",007,4,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
2652,2652,2,"RD,PMT2    ","""04036021""","""RD 2 PREV MONTH DEMAND""",036,4,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
2653,2653,2,"RD,PHR2    ","""04036022""","""RD 2 PREVIOUS H0UR DEMAN""",036,4,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
2654,2654,1,"ME,MV1     ","""03041034""","""ME VARS LAG""",041,1,4000  ,5000  ,0,0,5400  ,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,98256.0,1,,4,1
2655,2655,1,"HL,LTC2    ","""03070018""","""HL LTC2 TAP POS""",070,5,15  ,16  ,0,0,16.5  ,-15,-16  ,0,0,-16.5  ,0.0,0.0,0.0,1.0,1.0,15.9666,1,,9,1
2656,2656,1,"ME,DCV     ","""03041035""","""ME DC VOLTS""",041,1,135.5  ,136.5  ,0,0,140  ,128.5,126.5  ,0,0,-10  ,0.0,0.0,0.0,1.0,1.0,149.9835,1,,5,1
2657,2657,1,"ME,1PF     ","""03041036""","""ME FDR 1 POWER FACTOR""",041,1,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,204.7,1,,6,1
2658,2658,1,"WE,1C      ","""03069019""","""WE BKR 1 C AMPS""",069,4,874  ,899  ,0,0,924  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,1199.992,1,,1,1
2659,2659,1,"WE,2A      ","""03069020""","""WE BKR 2 A AMPS""",069,4,730  ,755  ,0,0,780  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,1199.992,1,,1,1
2660,2660,1,"WE,2B      ","""03069021""","""WE BKR 2 B AMPS""",069,4,730  ,755  ,0,0,780  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,1199.992,1,,1,1
2661,2661,1,"WE,2C      ","""03069022""","""WE BKR 2 C AMPS""",069,4,730  ,755  ,0,0,780  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,1199.992,1,,1,1
2662,2662,1,"WE,3A      ","""03069023""","""WE BKR 3 A AMPS""",069,4,742  ,767  ,0,0,792  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,1199.992,1,,1,1
2663,2663,1,"ME,2PF     ","""03041037""","""ME FDR 2 POWER FACTOR""",041,1,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,204.7,1,,6,1
2664,2664,1,"RD,TX2C    ","""03036054""","""TX2 C AMPS C/S TRIP""",036,3,544  ,594  ,0,0,644  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,1637.6,1,,1,1
2665,2665,1,"GP,MV      ","""03028028""","""GP VARS LAG""",028,5,4000  ,5000  ,0,0,5400  ,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,36231.9,1,,4,1
2666,2666,1,"WE,3B      ","""03069024""","""WE BKR 3 B AMPS""",069,4,742  ,767  ,0,0,792  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,1199.992,1,,1,1
2667,2667,2,"GL,SOEPT   ","""04046013""","""""",046,10,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,"""""",1
2668,2668,1,"WE,3C      ","""03069025""","""WE BKR 3 C AMPS""",069,4,742  ,767  ,0,0,792  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,1199.992,1,,1,1
2669,2669,1,"WE,DCV     ","""03069026""","""WE DC VOLTS""",069,4,135  ,136.5  ,0,0,140  ,126,125  ,0,0,-10  ,0.0,0.0,0.0,1.0,1.0,149.9835,1,,5,1
2670,2670,1,"DB,T3HST2  ","""03014076""","""DB TX3 WINDING 2 TEMP""",014,3,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,12,1
2671,2671,2,"CEC,GENTNW  ","""04053101""","""CEC SYS INS GEN TOT NEW""",053,4,495628  ,498128  ,0,0,500628  ,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
2672,2672,2,"BL,P1CAL   ","""04072002""","""BLAND PULSE CALC""",072,5,999995,999996,0,0,999999,1,-2  ,0,0,-4  ,0.0,0.0,0.0,1.0,1.0,4.8,1,,3,1
2673,2673,2,"MOB,PHR     ","""04054001""","""PREVIOUS HOUR DEMAND""",054,1,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
2674,2674,1,"WE,TX1A    ","""03069027""","""WE TX1 LA A AMPS""",069,4,1100  ,1150  ,0,0,1200  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,3275.2,1,,1,1
2675,2675,1,"WE,TX1B    ","""03069028""","""WE TX1 LS B AMPS""",069,4,1100  ,1150  ,0,0,1200  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,3275.2,1,,1,1
2676,2676,1,"WE,TX1C    ","""03069029""","""WE TX1 C AMPS""",069,4,1100  ,1150  ,0,0,1200  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,3275.2,1,,1,1
2677,2677,1,"WE,TX1W    ","""03069030""","""WE TX1 WATTS""",069,4,20000  ,21000  ,0,0,22400  ,-10,-600  ,0,0,-1000  ,0.0,0.0,0.0,1.0,1.0,65504.0,1,,3,1
2678,2678,2,"WA,3TOT    ","""04004013""","""WA BRK 3 AMP TOTAL""",004,10,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,1,1
2679,2679,1,"WE,4A      ","""03069031""","""WE BKR 4 A AMPS""",069,4,874  ,899  ,0,0,924  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,1199.992,1,,1,1
2680,2680,1,"WE,4B      ","""03069032""","""WE BKR 4 B AMPS""",069,4,874  ,899  ,0,0,924  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,1199.992,1,,1,1
2681,2681,1,"WE,4C      ","""03069033""","""WE BKR 4 C AMPS""",069,4,874  ,899  ,0,0,924  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,1199.992,1,,1,1
2682,2682,1,"WE,5A      ","""03069034""","""WE BKR 5 A AMPS""",069,4,754  ,779  ,0,0,804  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,1199.992,1,,1,1
2683,2683,1,"WE,5B      ","""03069035""","""WE BKR 5 B AMPS""",069,4,754  ,779  ,0,0,804  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,1199.992,1,,1,1
2684,2684,1,"BC,6W56MV  ","""03007022""","""BC BKR 6W56 VARS""",007,3,55000  ,60000  ,0,0,103500  ,-10000,-12000  ,0,0,-15000  ,0.0,0.0,0.0,1.0,1.0,120000.0,1,,4,1
2685,2685,1,"BC,6W56A   ","""03007023""","""BC 115KV BKR 6W56 A AMPS""",007,3,700  ,800  ,0,0,1500  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,600.0001,1,,1,1
2686,2686,1,"BC,6W56B   ","""03007024""","""BC 115KV BKR 6W56 B AMPS""",007,3,700  ,800  ,0,0,1500  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,600.0001,1,,1,1
2687,2687,1,"BC,6W56C   ","""03007025""","""BC 115KV BKR 6W56 C AMPS""",007,3,700  ,800  ,0,0,1500  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,600.0001,1,,1,1
2688,2688,1,"KH,TX1A    ","""03038057""","""TX1 A AMPS H/S TRIP""",038,1,1008  ,1058  ,0,0,1108  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,1637.6,1,,1,1
2689,2689,2,"RD,5TOT    ","""04036023""","""RD BRK 5 AMP TOTAL""",036,10,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,1,1
2690,2690,2,"RD,CMT1    ","""04036024""","""RD 1 CUR MONTH DEMAND""",036,4,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
2691,2691,2,"RD,CALI2   ","""04036025""","""RD 2 CALI DEMAND""",036,4,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
2692,2692,2,"RD,CHR1    ","""04036026""","""RD 1 CUR HOUR DEMAND""",036,4,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
2693,2693,2,"RD,CALI1   ","""04036027""","""RD 1 CALI DEMAND""",036,4,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
2694,2694,2,"RD,CDY2    ","""04036028""","""RD 2 CUR DAY DEMAND""",036,4,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
2695,2695,2,"RD,CDY1    ","""04036029""","""RD 1 CUR DAY DEMAND""",036,4,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
2696,2696,2,"RD,CHR2    ","""04036030""","""RD 2 CUR HOUR DEMAND""",036,4,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
2697,2697,2,"DS,WHSTDS  ","""04068003""","""DS WATER HEATER START""",068,12,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
2698,2698,1,"WE,5C      ","""03069036""","""WE BKR 5 C AMPS""",069,4,754  ,779  ,0,0,804  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,1199.992,1,,1,1
2699,2699,1,"WE,6A      ","""03069037""","""WE BKR 6 A AMPS""",069,4,670  ,695  ,0,0,720  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,1199.992,1,,1,1
2700,2700,1,"WE,6B      ","""03069038""","""WE BKR 6 B AMPS""",069,4,670  ,695  ,0,0,720  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,1199.992,1,,1,1
2701,2701,1,"WE,6C      ","""03069039""","""WE BKR 6 C AMPS""",069,4,670  ,695  ,0,0,720  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,1199.992,1,,1,1
2702,2702,2,"BN,P1CAL   ","""04039005""","""BN TX1 PULSE CALC""",039,5,999995,999996,0,0,999999,1,-2  ,0,0,-4  ,0.0,0.0,0.0,1.0,1.0,7.2,1,,3,1
2703,2703,2,"MOB,PDY     ","""04054002""","""PREVIOUS DAY DEMAND""",054,4,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
2704,2704,2,"BR,P1CAL   ","""04029018""","""BR TX1 PULSE CALC""",029,5,999995,999996,0,0,999999,1,-2  ,0,0,-4  ,0.0,0.0,0.0,1.0,1.0,4.8,1,,3,1
2705,2705,1,"WE,TX2A    ","""03069040""","""WE TX2 LS A AMPS""",069,4,1100  ,1150  ,0,0,1200  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,3275.2,1,,1,1
2706,2706,1,"WE,TX2B    ","""03069041""","""WE TX2 LS B AMPS""",069,4,1100  ,1150  ,0,0,1200  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,3275.2,1,,1,1
2707,2707,1,"WE,TX2C    ","""03069042""","""WE TX2 LS C AMPS""",069,4,1100  ,1150  ,0,0,1200  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,3275.2,1,,1,1
2708,2708,1,"WE,TX2W    ","""03069043""","""WE TX2 WATTS""",069,4,40000  ,42000  ,0,0,44800  ,-10,-600  ,0,0,-1000  ,0.0,0.0,0.0,1.0,1.0,65504.0,1,,3,1
2709,2709,2,"KH,3TOT    ","""04038030""","""KH BRK 3 AMP TOTAL""",038,10,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,1,1
2710,2710,1,"WE,P1      ","""03069044""","""WE TX1 PULSE ACCUMULATOR""",069,4,999995,999996,0,0,999999,1,-2  ,0,0,-4  ,0.0,0.0,0.0,1.0,1.0,4.8,1,,3,1
2711,2711,1,"WE,P2      ","""03069045""","""WE TX2 PULSE ACCUMULATOR""",069,4,999995,999996,0,0,999999,1,-2  ,0,0,-4  ,0.0,0.0,0.0,1.0,1.0,4.8,1,,3,1
2712,2712,2,"KH,4TOT    ","""04038031""","""KH BRK 4 AMP TOTAL""",038,10,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,1,1
2713,2713,1,"AC,RAV1    ","""03035003""","""AC TX1 REG A VOLTS""",035,5,127.5  ,129  ,0,0,150  ,120,118.5  ,0,0,-10  ,0.0,0.0,0.0,1.0,1.0,204.7,1,,5,1
2714,2714,1,"AC,RBV1    ","""03035004""","""AC TX1 REG B VOLT""",035,5,127.5  ,129  ,0,0,150  ,120,118.5  ,0,0,-10  ,0.0,0.0,0.0,1.0,1.0,204.7,1,,5,1
2715,2715,1,"AC,RCV1    ","""03035005""","""AC TX1 REG C VOLTS""",035,5,127.5  ,129  ,0,0,150  ,120,118.5  ,0,0,-10  ,0.0,0.0,0.0,1.0,1.0,204.7,1,,5,1
2716,2716,2,"SPR,POLERR  ","""04067129""","""GL POLE ERROR""",067,1,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,"""""",1
