* 
	5	ANALOG	0	1	3	4	5	10	23	24	42	77,4	77,1	77,0	78,0	78,1	78,4	91,1	91,2	91,3	91,4	91,5	66
*	record	OrderNo	Type	Key	Name	Stn	AOR	pUNIT	pScale EU_Hi	AlarmGrp	77,4	77,1	77,0	78,0	78,1	78,4	NomPairInactive91,1	91,2	91,3	91,4	91,5	ICAddress
	2678	2678	1	"03023064"	"LC 2C AMP BKR TRP"	023	3	1	599.9958	1	470  	440  	410  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	2679	2679	2	"04046013"	"GRIFFIS LOOP CALC DEMAND"	046	1	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2680	2680	2	"04017029"	"AL TX1 POWER FACTOR AVG"	017	5	10	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2681	2681	2	"04017030"	"AL TX2 POWER FACTOR AVG"	017	5	10	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2682	2682	2	"04017031"	"AL TX1 PREV HOUR DEMAND"	017	5	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2683	2683	2	"04017032"	"AL TX2 PREV HOUR DEMAND"	017	5	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2684	2684	2	"04069010"	"WE BRK 5 AMP TOTAL"	069	10	1	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2685	2685	2	"04069011"	"WE BRK 6 AMP TOTAL"	069	10	1	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2686	2686	2	"04016032"	"OP CALC TEST PULSE"	016	1	3	1.0	1	999999	999996	999995	1	-1  	-10  	0.0	0.0	0.0	1.0	1.0	
	2687	2687	2	"04007066"	"ADDITIVE DEMAND"	007	4	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2688	2688	2	"04007067"	"ADDITIVE DEMAND"	007	4	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2689	2689	2	"04017033"	""	017	10	""	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2690	2690	2	"04017034"	"AL TX1 REGULATOR STAGE"	017	10	12	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2691	2691	2	"04017035"	"AL TX2 REGULATOR STAGE"	017	10	12	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2692	2692	2	"04017036"	"AL WATT TOTAL"	017	5	3	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2693	2693	1	"03001072"	"DR INLET 7B AMP-BKR TRIP"	001	3	1	1200.0	1	480  	460  	440  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	2694	2694	1	"03001073"	"DR INLET 7A AMP-BKR TRIP"	001	3	1	1200.0	1	480  	460  	440  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	2695	2695	2	"04049035"	""	049	10	""	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2696	2696	1	"03041032"	"MELROSE ACCUMULATOR CEC"	041	1	3	7.2	1	999999	999996	999995	1	-2  	-2  	0.0	0.0	0.0	1.0	1.0	
	2697	2697	2	"04053169"	"RTU COMM SUC TIME"	053	10	31	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2698	2698	2	"04053170"	"RTU COMM SUC TRIES"	053	10	31	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2699	2699	2	"04038028"	"KH RTU COM SUC TIME"	038	10	31	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2700	2700	2	"04038029"	"KH RTU COM SUC TRIES"	038	10	31	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2701	2701	2	"04067121"	"GC RTU COM SUC TIME"	067	10	31	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2702	2702	2	"04067122"	"GC RTU COM SUC TRIES"	067	10	31	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2703	2703	1	"03011045"	"MI BKR 3 POWER FACTOR"	011	3	6	204.7	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2704	2704	1	"03011046"	"MI TX2 WATTS"	011	3	3	65504.0	1	56000  	53000  	50000  	-10	-500  	-1000  	0.0	0.0	0.0	1.0	1.0	
	2705	2705	1	"03028026"	"BKR 1001 C AMPS"	028	6	1	599.9999	1	600  	560  	540  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	2706	2706	1	"03004027"	"WA VARS LAG"	004	1	4	32752.0	1	5400  	5000  	4000  	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2707	2707	2	"04065029"	"SB CALI TOTAL"	065	10	1	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2708	2708	2	"04067123"	"SPARE ANALOG"	067	10	10	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2709	2709	2	"04067124"	"SPARE ANALOG"	067	10	10	1.0	1	999999	999996	0  	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2710	2710	2	"04067125"	"SPARE ANALOG"	067	10	10	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2711	2711	2	"04067126"	"SPARE ANALOG"	067	10	10	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2712	2712	2	"04067127"	"MODEL"	067	10	10	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2713	2713	2	"04067128"	"SPARE ANALOG"	067	10	10	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2714	2714	1	"03070012"	"TX2 B AMPS"	070	5	1	8188.0	1	4425  	4250  	4000  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	2715	2715	2	"04017037"	"AL TX1 KVA AVERAGE"	017	5	3	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2716	2716	1	"03058068"	"RD TX2 MVD LAG"	058	13	4	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2717	2717	1	"03058069"	"BY TX1 MVR LEAD"	058	13	4	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2718	2718	1	"03004028"	"WALDO 1A AMPS BKR TRIP"	004	1	1	599.9958	1	600  	550  	500  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	2719	2719	2	"04023028"	"LC TX1 MULTIPLIER"	023	3	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2720	2720	1	"03058070"	"RD TX2 MVR LEAD"	058	13	4	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2721	2721	1	"03023065"	"LC TX1 REG B VOLTS"	023	3	5	204.7	1	150  	129  	127.5  	120	118.5  	-10  	0.0	0.0	0.0	1.0	1.0	
	2722	2722	2	"04017038"	"AL TX2 KVA AVERAGE"	017	5	3	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2723	2723	2	"04024001"	""	024	10	""	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2724	2724	1	"03002008"	"TX2 WINDING 2 TEMP"	002	4	13	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2725	2725	1	"03014079"	"TX3 WINDING 1 TEMP"	014	3	13	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2726	2726	1	"03003015"	"BKR 2 B AMPS BKR TRIP"	003	5	1	599.9999	1	210  	190  	175  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	2727	2727	1	"03024005"	"LB GEN #5 MWATTS"	024	3	3	204702.0	1	1875  	1850  	100  	-100	-150  	-200  	0.0	0.0	0.0	1.0	1.0	
	2728	2728	1	"03072026"	"BL TX1 KW PREVIOUS HOUR"	072	3	7	196512.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2729	2729	2	"04036020"	"RD 1 PREV DAY DEMAND"	036	4	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2730	2730	1	"03041033"	"ME VARS LEAD"	041	1	4	98256.0	1	5400  	5000  	4000  	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2731	2731	1	"03046025"	"GL TX FREQUENCY"	046	1	9	204.7	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2732	2732	1	"03058071"	"RS TX2 MV LAG"	058	13	4	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2733	2733	1	"03028027"	"GP KVA METER"	028	5	10	36231.9	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2734	2734	1	"03038056"	"TX2 AMBIENT TEMP"	038	1	13	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2735	2735	2	"04067129"	"MODEL"	067	10	10	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2736	2736	2	"04023029"	"LC TX1 PRV HR DMND"	023	3	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2737	2737	2	"04016033"	"OP CALC PREV H0UR DEMAND"	016	4	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2738	2738	2	"04016034"	"OP CALC CUR HOUR DEMAND"	016	4	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2739	2739	2	"04037013"	"GT & SS PREV HR TOT"	037	12	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2740	2740	2	"04069012"	""	069	10	""	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2741	2741	1	"03036050"	"RD FDR 2 WATTS"	036	4	3	20470.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2742	2742	1	"03036051"	"RD FDR 3 WATTS"	036	4	3	20470.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2743	2743	1	"03036052"	"RD FDR 4 WATTS"	036	4	3	20470.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2744	2744	1	"03069017"	"WE BKR 1 A AMPS"	069	4	1	1199.992	1	924  	899  	874  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	2745	2745	1	"03069018"	"WE BKR 1 B AMPS"	069	4	1	1199.992	1	924  	899  	874  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	2746	2746	1	"03070013"	"TX2 REG B VOLTS 387E"	070	5	5	204.7	1	150  	129  	125  	117	115.5  	-10  	0.0	0.0	0.0	1.0	1.0	
	2747	2747	1	"03070014"	"TX2 REG C VOLTS 387E"	070	5	5	204.7	1	150  	129  	125  	117	115.5  	-10  	0.0	0.0	0.0	1.0	1.0	
	2748	2748	1	"03070015"	"TX2 A AMPS"	070	5	1	8188.0	1	4425  	4250  	4000  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	2749	2749	1	"03070016"	"TX2 WATTS"	070	5	3	54587.35	1	25000  	23000  	20000  	-10	-500  	-1000  	0.0	0.0	0.0	1.0	1.0	
	2750	2750	1	"03036053"	"TX1 C BUS VOLTS"	036	4	5	204.7	1	145  	142  	140  	115	112  	110  	0.0	0.0	0.0	1.0	1.0	
	2751	2751	2	"04007068"	"BLK CRK CUR HOUR DEMAND"	007	4	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2752	2752	2	"04036021"	"RD 2 PREV MONTH DEMAND"	036	4	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2753	2753	2	"04036022"	"RD 2 PREVIOUS H0UR DEMAN"	036	4	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2754	2754	1	"03041034"	"ME VARS LAG"	041	1	4	98256.0	1	5400  	5000  	4000  	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2755	2755	1	"03070017"	"TX2 LD TAP CHGR POS"	070	5	11	15.9666	1	16.5  	16  	15  	-15	-16  	-16.5  	0.0	0.0	0.0	1.0	1.0	
	2756	2756	1	"03041035"	"ME DC VOLTS"	041	1	5	149.9835	1	140  	136.5  	135.5  	128.5	126.5  	-10  	0.0	0.0	0.0	1.0	1.0	
	2757	2757	1	"03041036"	"ME FDR 1 POWER FACTOR"	041	1	6	204.7	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2758	2758	1	"03069019"	"WE BKR 1 C AMPS"	069	4	1	1199.992	1	924  	899  	874  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	2759	2759	1	"03030019"	"SS A VOLTS"	030	7	5	204.7	1	145  	142  	140  	115	112  	110  	0.0	0.0	0.0	1.0	1.0	
	2760	2760	1	"03030020"	"SS B VOLTS"	030	7	5	204.7	1	145  	142  	140  	115	112  	110  	0.0	0.0	0.0	1.0	1.0	
	2761	2761	1	"03030021"	"SS C VOLTS"	030	7	5	204.7	1	145  	142  	140  	115	112  	110  	0.0	0.0	0.0	1.0	1.0	
	2762	2762	1	"03069020"	"WE BKR 2 A AMPS"	069	4	1	1199.992	1	780  	755  	730  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	2763	2763	1	"03030022"	"SS DC VOLTS"	030	7	5	149.9835	1	140  	137.5  	136.5  	128.5	126.5  	-10  	0.0	0.0	0.0	1.0	1.0	
	2764	2764	1	"03030023"	"SS KVA METER"	030	7	10	32752.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2765	2765	1	"03069021"	"WE BKR 2 B AMPS"	069	4	1	1199.992	1	780  	755  	730  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	2766	2766	1	"03069022"	"WE BKR 2 C AMPS"	069	4	1	1199.992	1	780  	755  	730  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	2767	2767	1	"03069023"	"WE BKR 3 A AMPS"	069	4	1	1199.992	1	792  	767  	742  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	2768	2768	1	"03030024"	"SS VARS LAG"	030	7	4	32752.0	1	5400  	5000  	4000  	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2769	2769	1	"03030025"	"SS POWER FACTOR METER"	030	7	6	204.7	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2770	2770	1	"03041037"	"ME FDR 2 POWER FACTOR"	041	1	6	204.7	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2771	2771	1	"03030026"	"SS REG A PH VOLTS"	030	7	5	149.431	1	150  	129  	127.5  	120	118.5  	-10  	0.0	0.0	0.0	1.0	1.0	
	2772	2772	1	"03030027"	"SS REG B PH VOLTS"	030	7	5	149.431	1	150  	129  	127.5  	120	118.5  	-10  	0.0	0.0	0.0	1.0	1.0	
	2773	2773	1	"03030028"	"SS REG C PH VOLTS"	030	7	5	149.431	1	150  	129  	127.5  	120	118.5  	-10  	0.0	0.0	0.0	1.0	1.0	
	2774	2774	1	"03036054"	"TX2 C AMPS C/S TRIP"	036	3	1	1637.6	1	644  	594  	544  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	2775	2775	1	"03030029"	"SS TX A AMPS C/S TRIP"	030	7	1	1637.6	1	690  	640  	590  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	2776	2776	1	"03030030"	"SS TX B AMPS C/S TRIP"	030	7	1	1637.6	1	690  	640  	590  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	2777	2777	1	"03030031"	"SS TX C AMPS C/S TRIP"	030	7	1	1637.6	1	690  	640  	590  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	2778	2778	1	"03030032"	"SS WATTS"	030	7	3	32752.0	1	12000  	10000  	9000  	-10	-400  	-1000  	0.0	0.0	0.0	1.0	1.0	
	2779	2779	1	"03028028"	"GP VARS LAG"	028	5	4	36231.9	1	5400  	5000  	4000  	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2780	2780	1	"03069024"	"WE BKR 3 B AMPS"	069	4	1	1199.992	1	792  	767  	742  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	2781	2781	2	"04046014"	""	046	10	""	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2782	2782	1	"03069025"	"WE BKR 3 C AMPS"	069	4	1	1199.992	1	792  	767  	742  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	2783	2783	1	"03069026"	"WE DC VOLTS"	069	4	5	149.9835	1	140  	136.5  	135  	126	125  	-10  	0.0	0.0	0.0	1.0	1.0	
	2784	2784	1	"03014080"	"TX3 WINDING 2 TEMP"	014	3	13	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2785	2785	2	"04053171"	"CEC SYS INS GEN TOT NEW"	053	4	7	1.0	1	500628  	498128  	495628  	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2786	2786	2	"04072002"	"BLAND PULSE TEST"	072	5	3	4.8	1	999999	999996	999995	1	-2  	-4  	0.0	0.0	0.0	1.0	1.0	
	2787	2787	2	"04072003"	"BLAND PULSE TEST 2"	072	5	3	4.8	1	999999	999996	999995	1	-2  	-4  	0.0	0.0	0.0	1.0	1.0	
	2788	2788	1	"03069027"	"WE TX1 LA A AMPS"	069	4	1	3275.2	1	1200  	1150  	1100  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	2789	2789	1	"03069028"	"WE TX1 LS B AMPS"	069	4	1	3275.2	1	1200  	1150  	1100  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	2790	2790	1	"03069029"	"WE TX1 C AMPS"	069	4	1	3275.2	1	1200  	1150  	1100  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	2791	2791	1	"03069030"	"WE TX1 WATTS"	069	4	3	65504.0	1	22400  	21000  	20000  	-10	-600  	-1000  	0.0	0.0	0.0	1.0	1.0	
	2792	2792	2	"04004013"	"WA BRK 3 AMP TOTAL"	004	10	1	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2793	2793	1	"03069031"	"WE BKR 4 A AMPS"	069	4	1	1199.992	1	924  	899  	874  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	2794	2794	1	"03069032"	"WE BKR 4 B AMPS"	069	4	1	1199.992	1	924  	899  	874  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	2795	2795	1	"03069033"	"WE BKR 4 C AMPS"	069	4	1	1199.992	1	924  	899  	874  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	2796	2796	1	"03069034"	"WE BKR 5 A AMPS"	069	4	1	1199.992	1	804  	779  	754  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	2797	2797	1	"03069035"	"WE BKR 5 B AMPS"	069	4	1	1199.992	1	804  	779  	754  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	2798	2798	1	"03007021"	"BC BKR 6W56 VARS"	007	3	4	120000.0	1	103500  	60000  	55000  	-10000	-12000  	-15000  	0.0	0.0	0.0	1.0	1.0	
	2799	2799	1	"03007022"	"BC 115KV BKR 6W56 A AMPS"	007	3	1	600.0001	1	1500  	800  	700  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	2800	2800	1	"03007023"	"BC 115KV BKR 6W56 B AMPS"	007	3	1	600.0001	1	1500  	800  	700  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	2801	2801	1	"03007024"	"BC 115KV BKR 6W56 C AMPS"	007	3	1	600.0001	1	1500  	800  	700  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	2802	2802	1	"03038057"	"TX1 A AMPS H/S TRIP"	038	1	1	1637.6	1	1108  	1058  	1008  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	2803	2803	2	"04036023"	"RD BRK 5 AMP TOTAL"	036	10	1	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2804	2804	2	"04036024"	"RD 1 CUR MONTH DEMAND"	036	4	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2805	2805	2	"04036025"	"RD 2 CALI DEMAND"	036	4	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2806	2806	2	"04036026"	"RD 1 CUR HOUR DEMAND"	036	4	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2807	2807	2	"04036027"	"RD 1 CALI DEMAND"	036	4	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2808	2808	2	"04036028"	"RD 2 CUR DAY DEMAND"	036	4	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2809	2809	2	"04036029"	"RD 1 CUR DAY DEMAND"	036	4	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2810	2810	2	"04036030"	"RD 2 CUR HOUR DEMAND"	036	4	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2811	2811	2	"04068005"	"DS WATER HEATER START"	068	12	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2812	2812	1	"03069036"	"WE BKR 5 C AMPS"	069	4	1	1199.992	1	804  	779  	754  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	2813	2813	1	"03069037"	"WE BKR 6 A AMPS"	069	4	1	1199.992	1	720  	695  	670  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	2814	2814	1	"03069038"	"WE BKR 6 B AMPS"	069	4	1	1199.992	1	720  	695  	670  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	2815	2815	1	"03069039"	"WE BKR 6 C AMPS"	069	4	1	1199.992	1	720  	695  	670  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	2816	2816	2	"04072004"	"BLAND CALC TEST"	072	5	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2817	2817	2	"04072005"	"BLAND CALC TEST"	072	5	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2818	2818	2	"04072006"	"CURRENT HOUR TEST"	072	5	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2819	2819	1	"03069040"	"WE TX2 LS A AMPS"	069	4	1	3275.2	1	1200  	1150  	1100  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	2820	2820	1	"03069041"	"WE TX2 LS B AMPS"	069	4	1	3275.2	1	1200  	1150  	1100  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	2821	2821	1	"03069042"	"WE TX2 LS C AMPS"	069	4	1	3275.2	1	1200  	1150  	1100  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	2822	2822	1	"03069043"	"WE TX2 WATTS"	069	4	3	65504.0	1	44800  	42000  	40000  	-10	-600  	-1000  	0.0	0.0	0.0	1.0	1.0	
	2823	2823	2	"04038030"	"KH BRK 3 AMP TOTAL"	038	10	1	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2824	2824	1	"03069044"	"WE TX1 PULSE ACCUMULATOR"	069	4	3	4.8	1	999999	999996	999995	1	-2  	-4  	0.0	0.0	0.0	1.0	1.0	
	2825	2825	1	"03069045"	"WE TX2 PULSE ACCUMULATOR"	069	4	3	4.8	1	999999	999996	999995	1	-2  	-4  	0.0	0.0	0.0	1.0	1.0	
	2826	2826	2	"04038031"	"KH BRK 4 AMP TOTAL"	038	10	1	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2827	2827	1	"03035003"	"AC REG A VOLTS"	035	5	5	204.7	1	150  	129  	127.5  	120	118.5  	-10  	0.0	0.0	0.0	1.0	1.0	
	2828	2828	1	"03035004"	"AC REG B VOLTS"	035	5	5	204.7	1	150  	129  	127.5  	120	118.5  	-10  	0.0	0.0	0.0	1.0	1.0	
	2829	2829	1	"03035005"	"AC REG C VOLTS"	035	5	5	204.7	1	150  	129  	127.5  	120	118.5  	-10  	0.0	0.0	0.0	1.0	1.0	
	2830	2830	2	"04067130"	"GL POLE ERROR"	067	1	""	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2831	2831	1	"03064007"	"SN PULSE ACCMULATOR 1"	064	3	3	4.8	1	999999	999996	999995	1	-1  	-5  	0.0	0.0	0.0	1.0	1.0	
	2832	2832	1	"03064008"	"SN TX1 REG A VOLTS"	064	3	5	204.7	1	150  	129  	127.5  	120	118.5  	-10  	0.0	0.0	0.0	1.0	1.0	
	2833	2833	1	"03064009"	"SN TX1 REG B VOLTS"	064	3	5	204.7	1	150  	129  	127.5  	120	118.5  	-10  	0.0	0.0	0.0	1.0	1.0	
	2834	2834	2	"04053172"	"LOAD MGT FPL AVG SUM"	053	6	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2835	2835	2	"04038032"	""	038	10	""	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2836	2836	1	"03064010"	"SN TX1 REG C VOLTS"	064	3	5	204.7	1	150  	129  	127.5  	120	118.5  	-10  	0.0	0.0	0.0	1.0	1.0	
	2837	2837	1	"03064011"	"SN TX1 WATTS"	064	3	3	65504.0	1	20000  	18000  	17000  	-10	-500  	-1000  	0.0	0.0	0.0	1.0	1.0	
	2838	2838	1	"03064012"	"SN TX1 LS A AMPS"	064	3	1	1637.6	1	649  	599  	549  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	2839	2839	1	"03064013"	"SN TX1 LS B AMPS"	064	3	1	1637.6	1	649  	599  	549  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
