* 
	5	ANALOG	0	1	3	4	5	10	23	24	42	77,4	77,1	77,0	78,0	78,1	78,4	91,1	91,2	91,3	91,4	91,5	66
*	record	OrderNo	Type	Key	Name	Stn	AOR	pUNIT	pScale EU_Hi	AlarmGrp	77,4	77,1	77,0	78,0	78,1	78,4	NomPairInactive91,1	91,2	91,3	91,4	91,5	ICAddress
	3453	3453	1	"03011053"	"TX1 AMBIENT TEMP"	011	3	13	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3454	3454	1	"03011054"	"MI BKR 2 POWER FACTOR"	011	3	6	204.7	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3455	3455	1	"03011055"	"MI TX1 LS C AMPS"	011	3	1	1637.6	1	1108  	1090  	1075  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	3456	3456	1	"03033024"	"MX BKR 3 POWER FACTOR"	033	3	6	204.7	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3457	3457	1	"03023069"	"TU W6208 WATTS"	023	3	3	100000.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3458	3458	2	"04021005"	""	021	10	""	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3459	3459	1	"03021025"	"WACAHOOTA ACCUMULATOR"	021	5	3	2.4	1	999999	999996	999995	1	-5  	-10  	0.0	0.0	0.0	1.0	1.0	
	3460	3460	1	"03021026"	"WH TX1 WATTS"	021	5	3	32752.0	1	20000  	18000  	17000  	-10	-500  	-1000  	0.0	0.0	0.0	1.0	1.0	
	3461	3461	2	"04021006"	"CURRENT DAY DEMAND"	021	5	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3462	3462	2	"04021007"	"CURRENT HOUR DEMAND"	021	5	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3463	3463	2	"04021008"	"CURRENT MONTH DEMAND"	021	5	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3464	3464	2	"04021009"	"PREVIOUS DAY DEMAND"	021	5	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3465	3465	2	"04021010"	"PREVIOUS HOUR DEMAND"	021	5	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3466	3466	2	"04021011"	"PREV MONTH TOTAL"	021	5	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3467	3467	1	"03021027"	"WH BKR 3B AMPS"	021	5	1	600.0001	1	550  	500  	450  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	3468	3468	1	"03021028"	"WH BKR 3C AMPS"	021	5	1	600.0001	1	550  	500  	450  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	3469	3469	1	"03021029"	"WH BKR 4A AMPS"	021	5	1	600.0001	1	550  	500  	450  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	3470	3470	1	"03021030"	"WH BKR 4B AMPS"	021	5	1	600.0001	1	550  	500  	450  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	3471	3471	1	"03021031"	"WH BKR 4C AMPS"	021	5	1	600.0001	1	550  	500  	450  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	3472	3472	1	"03021032"	"WH TX1 LTC POS IND"	021	5	11	15.9922	1	16.5  	16  	15  	-15	-16  	-16.5  	0.0	0.0	0.0	1.0	1.0	
	3473	3473	1	"03021033"	"WH FDR 4 WATTS"	021	5	3	20470.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3474	3474	1	"03021034"	"FDR 4 POWER FACTOR"	021	5	6	204.7	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3475	3475	2	"04021012"	"WH BRK 1 AMP TOTAL"	021	10	1	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3476	3476	2	"04021013"	"WH BRK 2 AMP TOTAL"	021	10	1	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3477	3477	2	"04031021"	"TX1 PREV MONTH TOTAL"	031	6	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3478	3478	2	"04021014"	"WH BRK 3 AMP TOTAL"	021	10	1	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3479	3479	1	"03031058"	"TX1 POWER FACTOR METER"	031	6	6	204.7	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3480	3480	2	"04021015"	"WH BRK 4 AMP TOTAL"	021	10	1	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3481	3481	1	"03033025"	"MX TX1 A AMPS"	033	3	1	2456.4	1	552  	502  	452  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	3482	3482	2	"04037014"	"GT & SS PREV DAY TOTAL"	037	12	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3483	3483	1	"03033026"	"MX TX1 B AMPS"	033	3	1	2456.4	1	552  	502  	452  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	3484	3484	2	"04007071"	"BLK CRK WATT TOTAL"	007	4	3	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3485	3485	1	"03033027"	"MX ACCUMULATOR CEC"	033	3	3	7.2	1	999999	999996	999995	1	-2  	-4  	0.0	0.0	0.0	1.0	1.0	
	3486	3486	1	"03031059"	"TX2 ACCUMULATOR"	031	6	3	4.8	1	999999	999996	999995	-1	-2  	-10  	0.0	0.0	0.0	1.0	1.0	
	3487	3487	2	"04033007"	"MX POWER FACTOR AVG"	033	3	10	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3488	3488	2	"04070006"	"HL TOT PREV MONTH DMD"	070	10	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3489	3489	2	"04070007"	"HL TOT PHR"	070	10	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3490	3490	2	"04031022"	"RV TX2 CURRENT DAY DEMD"	031	6	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3491	3491	2	"04031023"	"RV TX2 CURRENT HOUR DMND"	031	6	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3492	3492	2	"04031024"	"TX2 CURRENT MONTH DEMAND"	031	6	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3493	3493	2	"04031025"	"TX2 PREVIOUS DAY DEMAND"	031	6	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3494	3494	2	"04031026"	"TX2 PREVIOUS HOUR DEMAND"	031	6	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3495	3495	2	"04031027"	"TX2 PREV MONTH TOTAL"	031	6	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3496	3496	1	"03061041"	"HW TX1 REG C TAP POS"	061	6	11	15.9922	1	16.5  	16  	15  	-15	-16  	-16.5  	0.0	0.0	0.0	1.0	1.0	
	3497	3497	1	"03061042"	"HW TX1 REG A TAP POS"	061	6	11	15.9922	1	16.5  	16  	15  	-15	-16  	-16.5  	0.0	0.0	0.0	1.0	1.0	
	3498	3498	2	"04027015"	"RS TX1 REGULATOR STAGE"	027	10	12	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3499	3499	2	"04027016"	"RS TX2 REGULATOR STAGE"	027	10	12	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3500	3500	2	"04027017"	"RS WATT TOTAL"	027	4	3	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3501	3501	1	"03027003"	"RS TX1 PULSE ACCUMULATOR"	027	4	3	4.8	1	999999	999996	999995	1	-2  	-4  	0.0	0.0	0.0	1.0	1.0	
	3502	3502	1	"03027004"	"RS TX2 PULSE ACCUMULATOR"	027	4	3	4.8	1	999999	999996	999995	1	-2  	-4  	0.0	0.0	0.0	1.0	1.0	
	3503	3503	1	"03027005"	"TX1 REG A VOLT"	027	4	5	204.7	1	150  	129  	127.5  	119.5	118.5  	-10  	0.0	0.0	0.0	1.0	1.0	
	3504	3504	1	"03027006"	"TX1 REG B VOLT"	027	4	5	204.7	1	150  	129  	127.5  	119.5	118.5  	-10  	0.0	0.0	0.0	1.0	1.0	
	3505	3505	1	"03027007"	"TX1 REG C VOLT"	027	4	5	204.7	1	150  	129  	127.5  	119.5	118.5  	-10  	0.0	0.0	0.0	1.0	1.0	
	3506	3506	1	"03027008"	"TX1 A AMPS C/S TRIP"	027	4	1	1637.6	1	552  	502  	452  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	3507	3507	1	"03027009"	"TX1 B AMPS C/S TRIP"	027	4	1	1637.6	1	552  	502  	452  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	3508	3508	1	"03027010"	"TX1 C AMPS C/S TRIP"	027	4	1	1637.6	1	552  	502  	452  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	3509	3509	1	"03027011"	"RS TX1 WATTS"	027	4	3	65505.0	1	20000  	19000  	18000  	-10	-500  	-1000  	0.0	0.0	0.0	1.0	1.0	
	3510	3510	1	"03027012"	"TX1 POWER FACTOR METER"	027	4	6	204.7	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3511	3511	1	"03027013"	"TX1 FREQUENCY METER"	027	4	9	204.7	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3512	3512	1	"03027014"	"TX1 KVA METER"	027	4	10	65504.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3513	3513	1	"03027015"	"TX1 VARS LAG"	027	4	4	65504.0	1	14400  	6000  	5000  	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3514	3514	1	"03027016"	"TX1 VARS LEAD"	027	4	4	65504.0	1	14400  	6000  	5000  	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3515	3515	1	"03027017"	"DC VOLTS"	027	4	5	149.9835	1	140  	136.5  	135.5  	128.5	126.5  	-10  	0.0	0.0	0.0	1.0	1.0	
	3516	3516	1	"03027018"	"BKR 2 A AMPS BKR TRIP"	027	4	1	1199.999	1	480  	430  	380  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	3517	3517	1	"03027019"	"BKR 2 B AMPS BKR TRIP"	027	4	1	1199.999	1	480  	430  	380  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	3518	3518	1	"03027020"	"BKR 2 C AMPS BKR TRIP"	027	4	1	1199.999	1	480  	430  	380  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	3519	3519	1	"03027021"	"BKR 3 A AMPS BKR TRIP"	027	4	1	1199.999	1	480  	430  	380  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	3520	3520	1	"03027022"	"BKR 3 B AMPS BKR TRIP"	027	4	1	1199.999	1	480  	430  	380  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	3521	3521	1	"03039021"	"BN TX1 KVA METER"	039	3	10	49128.0	1	44800  	40000  	38000  	-38000	-40000  	-44800  	0.0	0.0	0.0	1.0	1.0	
	3522	3522	1	"03039022"	"BN TX1 VARS LAG"	039	3	4	49128.0	1	21600  	12000  	11000  	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3523	3523	1	"03027023"	"BKR 3 C AMPS BKR TRIP"	027	4	1	1199.999	1	480  	430  	380  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	3524	3524	1	"03027024"	"TX2 REG A VOLT"	027	4	5	204.7	1	150  	129  	127.5  	119.5	118.5  	-10  	0.0	0.0	0.0	1.0	1.0	
	3525	3525	1	"03027025"	"TX2 REG B VOLT"	027	4	5	204.7	1	150  	129  	127.5  	119.5	118.5  	-10  	0.0	0.0	0.0	1.0	1.0	
	3526	3526	1	"03027026"	"TX2 REG C VOLT"	027	4	5	204.7	1	150  	129  	127.5  	119.5	118.5  	-10  	0.0	0.0	0.0	1.0	1.0	
	3527	3527	1	"03027027"	"TX2 A AMPS C/S TRIP"	027	4	1	1637.6	1	552  	502  	452  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	3528	3528	1	"03027028"	"TX2 B AMPS C/S TRIP"	027	4	1	1637.6	1	552  	502  	452  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	3529	3529	1	"03027029"	"TX2 C AMPS C/S TRIP"	027	4	1	1637.6	1	552  	502  	452  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	3530	3530	1	"03027030"	"RS TX2 WATTS"	027	4	3	65505.0	1	20000  	19000  	18000  	-10	-500  	-1000  	0.0	0.0	0.0	1.0	1.0	
	3531	3531	1	"03027031"	"TX2 POWER FACTOR METER"	027	4	6	204.7	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3532	3532	1	"03027032"	"TX2 FREQUENCY METER"	027	4	9	204.7	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3533	3533	1	"03027033"	"TX2 KVA METER"	027	4	10	65504.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3534	3534	1	"03027034"	"TX2 VARS LAG"	027	4	4	65504.0	1	14400  	6000  	5000  	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3535	3535	1	"03027035"	"TX2 VARS LEAD"	027	4	4	65504.0	1	14400  	6000  	5000  	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3536	3536	1	"03027036"	"BKR 4 A AMPS BKR TRIP"	027	4	1	1199.999	1	480  	430  	380  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	3537	3537	1	"03027037"	"BKR 4 B AMPS BKR TRIP"	027	4	1	1199.999	1	480  	430  	380  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	3538	3538	1	"03027038"	"BKR 4 C AMPS BKR TRIP"	027	4	1	1199.999	1	480  	430  	380  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	3539	3539	1	"03027039"	"BKR 5 A AMPS BKR TRIP"	027	4	1	1199.999	1	480  	430  	380  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	3540	3540	1	"03027040"	"BKR 5 B AMPS BKR TRIP"	027	4	1	1199.999	1	480  	430  	380  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	3541	3541	1	"03027041"	"BKR 5 C AMPS BKR TRIP"	027	4	1	1199.999	1	480  	430  	380  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	3542	3542	1	"03027042"	"TX1 LD TAP CH POS"	027	4	11	15.9666	1	16.5  	16  	15  	-15	-16  	-16.5  	0.0	0.0	0.0	1.0	1.0	
	3543	3543	1	"03027043"	"TX2 LD TAP CH POS"	027	4	11	15.9666	1	16.5  	16  	15  	-15	-16  	-16.5  	0.0	0.0	0.0	1.0	1.0	
	3544	3544	2	"04014052"	"DB PREV MONTH KWH TOTAL"	014	3	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3545	3545	1	"03027044"	"FDR 2 WATTS"	027	4	3	20470.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3546	3546	1	"03027045"	"FDR 3 WATTS"	027	4	3	20470.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3547	3547	1	"03027046"	"FDR 4 WATTS"	027	4	3	20470.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3548	3548	1	"03027047"	"FDR 5 WATTS"	027	4	3	20470.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3549	3549	1	"03027048"	"FDR 2 POWER FACTOR"	027	4	6	204.7	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3550	3550	1	"03027049"	"FDR 3 POWER FACTOR"	027	4	6	204.7	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3551	3551	1	"03027050"	"FDR 4 POWER FACTOR"	027	4	6	204.7	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3552	3552	1	"03027051"	"FDR 5 POWER FACTOR"	027	4	6	204.7	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3553	3553	2	"04031028"	"RV TX1 REGULATOR STAGE"	031	10	12	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3554	3554	2	"04031029"	"RV TX2 REGULATOR STAGE"	031	10	12	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3555	3555	2	"04031030"	"TOT PREVIOUS HOUR DEMAND"	031	6	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3556	3556	2	"04027018"	"METER VARS TOTAL"	027	4	10	1.0	1	25000  	23000  	22000  	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3557	3557	1	"03010029"	"CA ACCUMULATOR CEC"	010	5	3	2.4	1	999999	999996	999995	1	-2  	-3  	0.0	0.0	0.0	1.0	1.0	
	3558	3558	1	"03010030"	"CA TX1 FREQUENCY"	010	5	9	204.7	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3559	3559	1	"03010031"	"CA TX1 VARS LEAD"	010	5	4	32752.0	1	21600  	12000  	11000  	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3560	3560	1	"03025036"	"PHIFER ACCUMULATOR (CEC)"	025	5	3	1.2	1	999999	999996	999995	1	-2  	-4  	0.0	0.0	0.0	1.0	1.0	
	3561	3561	1	"03047005"	"TX REG C VOLTS FROM 2431"	047	1	5	415.541	1	150  	129  	127.5  	120	118.5  	-10  	0.0	0.0	0.0	1.0	1.0	
	3562	3562	1	"03047006"	"ES TX A AMP"	047	1	1	368.46	1	644  	594  	544  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	3563	3563	1	"03047007"	"ES TX B AMP"	047	1	1	368.46	1	644  	594  	544  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	3564	3564	1	"03047008"	"ES TX C AMPS"	047	1	1	368.46	1	644  	594  	544  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	3565	3565	1	"03047009"	"ES TX WATTS"	047	1	3	25628.44	1	20000  	19000  	18000  	-10	-500  	-1000  	0.0	0.0	0.0	1.0	1.0	
	3566	3566	1	"03047010"	"ES 1B AMPS BKR TRIP"	047	1	1	163.76	1	550  	500  	450  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	3567	3567	1	"03047011"	"ES 1C AMPS BKR TRIP"	047	1	1	204.7	1	550  	500  	450  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	3568	3568	2	"04051015"	"NR=WO+WA+BR"	051	3	3	1.0	1	46700  	45000  	44000  	-10	-1000  	-2000  	0.0	0.0	0.0	1.0	1.0	
	3569	3569	2	"04001034"	"DI TX1 A CALC AMPS"	001	3	3	1.0	1	550  	500  	450  	-5	-5  	-5  	0.0	0.0	0.0	1.0	1.0	
	3570	3570	2	"04001035"	"DI TX1B CALC AMPS"	001	3	3	1.0	1	550  	500  	450  	-5	-5  	-5  	0.0	0.0	0.0	1.0	1.0	
	3571	3571	2	"04001036"	"DI TX1C CALC AMPS"	001	3	3	1.0	1	550  	500  	450  	-5	-5  	-5  	0.0	0.0	0.0	1.0	1.0	
	3572	3572	1	"03032032"	"FL PULSE ACCUMULATOR 2"	032	1	3	3.84	1	999999	999996	999995	1	-2  	-4  	0.0	0.0	0.0	1.0	1.0	
	3573	3573	2	"04032014"	"FL POWER FACTOR AVG"	032	1	10	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3574	3574	2	"04032015"	"CURRENT DAY DEMAND"	032	1	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3575	3575	1	"03039023"	"BN WIND DIRECTION"	039	3	13	359.9999	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3576	3576	2	"04039006"	"BRANFORD CALC DEMAND"	039	3	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3577	3577	2	"04039007"	"BRANFORD CUR HR. DEMAND"	039	3	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3578	3578	2	"04039008"	"BRANFORD PRE HR. DEMAND"	039	3	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3579	3579	2	"04039009"	"BRANFORD CUR DAY DEMAND"	039	3	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3580	3580	2	"04039010"	"BRANFORD CUR MNT. DEMAND"	039	3	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3581	3581	2	"04039011"	"BRANFORD PRE MONTH DEMAN"	039	3	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3582	3582	2	"04039012"	"BRANFORD PRE DAY DEMAND"	039	3	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3583	3583	1	"03001074"	"DI TX1 AMBIENT TEMP"	001	3	13	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3584	3584	1	"03003016"	"WS ACCUMULATOR"	003	5	3	4.8	1	999999	999996	999995	1	-2  	-4  	0.0	0.0	0.0	1.0	1.0	
	3585	3585	3	"99063007"	"DISPLAY WALL ROOM TEMP"	063	12	14	150.0	1	84  	82  	80  	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3586	3586	2	"04038034"	"KH TX1 MULTIPLIER"	038	1	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3587	3587	1	"03058073"	"OP MWATTS"	058	13	3	65504.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3588	3588	2	"04023031"	"CHANNEL TWO RETRY COUNT"	023	2	""	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3589	3589	2	"04007072"	"BLACK CREEK TX3 KVA"	007	6	10	1.0	1	200000  	185000  	170000  	-170000	-185000  	-200000  	0.0	0.0	0.0	1.0	1.0	
	3590	3590	2	"04007073"	"POWER FACTOR"	007	6	10	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3591	3591	2	"04044006"	"PERCENT OF COMMUNICATION"	044	9	""	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3592	3592	1	"03042033"	"LYNNE ACCUMULATOR"	042	7	3	3.6	1	999999	999996	999995	1	-5  	-10  	0.0	0.0	0.0	1.0	1.0	
	3593	3593	2	"04067138"	"SPARE ANALOG"	067	10	10	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3594	3594	1	"03023070"	"LC FDR 5 WATTS"	023	3	3	20470.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3595	3595	1	"03046026"	"GL TX WATTS"	046	1	3	65504.0	1	22400  	20000  	19000  	-10	-400  	-1000  	0.0	0.0	0.0	1.0	1.0	
	3596	3596	1	"03004030"	"WA REG A VOLTS"	004	1	5	204.7	1	150  	129  	127.5  	120	118.5  	-10  	0.0	0.0	0.0	1.0	1.0	
	3597	3597	2	"04007074"	"BC TX1 CUR MONTH DEMAND"	007	4	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3598	3598	1	"03023071"	"LC TX2 VARS LAG"	023	3	4	65504.0	1	5400  	5000  	4000  	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3599	3599	2	"04053181"	"SECI MW DIVIDER"	053	10	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3600	3600	1	"03058074"	"DI MWATTS TOTAL"	058	13	3	131008.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3601	3601	2	"04007075"	"BC TX1 PREV MONTH DEMAN"	007	4	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3602	3602	2	"04023032"	"LC TOTAL KVA"	023	3	3	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3603	3603	1	"03023072"	"LC TX2 WATTS"	023	3	3	65504.0	1	30000  	27000  	25000  	-10	-500  	-1000  	0.0	0.0	0.0	1.0	1.0	
	3604	3604	1	"03058075"	"SEMI INST"	058	13	15	1.0	1	3106  	2996  	2986  	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3605	3605	1	"03058076"	"SEMI AVG MEGAWATTS"	058	13	15	1.0	1	3106  	2996  	2986  	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3606	3606	1	"03058077"	"SEMI LAST HR MEGAWATTS"	058	1	15	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3607	3607	1	"03058078"	"SPRING BANK MWATTS TOTAL"	058	13	15	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3608	3608	1	"03058079"	"FORT MCCOY WATTS"	058	9	3	65504.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3609	3609	1	"03058080"	"FRANCIS WATTS TOTAL"	058	9	3	69120.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3610	3610	1	"03058081"	"GRIFFIS LOOP WATTS"	058	9	3	10800.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	3611	3611	2	"04058004"	"PERCENT OF COMMUNICATION"	058	9	""	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
